,All people,Under 1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100 and over
S01000057,699,10,7,12,5,11,7,9,9,15,13,7,12,11,14,12,16,12,10,11,12,16,9,8,9,10,6,9,12,14,9,11,11,11,7,8,9,8,10,5,13,10,14,14,12,9,9,10,10,10,3,16,13,8,10,8,12,5,6,3,6,6,4,7,3,14,4,4,3,6,8,0,5,3,4,4,3,2,4,4,0,4,2,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
S01000058,712,7,14,8,6,6,5,4,7,5,5,4,6,9,11,9,12,6,9,7,5,9,9,9,7,5,6,5,6,9,4,6,4,9,7,12,10,14,12,7,12,7,10,12,10,13,13,11,10,13,16,9,14,10,11,22,13,12,7,17,6,17,9,9,5,8,6,13,3,10,4,5,6,7,6,6,5,2,3,7,2,7,6,2,4,5,2,4,3,0,0,1,1,0,0,1,0,0,0,0,0,0
S01000059,957,18,12,15,12,12,11,7,13,4,4,10,7,6,3,11,7,8,5,11,11,6,11,9,11,8,16,25,13,17,18,15,25,19,17,10,21,10,22,17,14,22,17,13,15,13,11,16,10,17,21,15,10,18,15,14,14,15,13,8,13,15,7,11,21,11,6,7,8,10,7,3,9,6,7,9,6,4,5,4,1,2,5,2,2,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
S01000060,634,8,9,16,11,9,22,4,8,12,6,8,12,11,9,14,10,8,9,6,7,6,8,15,10,10,19,17,6,15,10,4,11,14,12,12,8,10,6,9,10,11,9,10,7,6,15,3,8,12,7,13,5,8,7,5,10,6,6,3,0,7,10,5,4,3,8,0,1,3,1,0,4,3,2,1,4,3,5,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01000061,1001,11,8,9,4,10,6,7,10,5,15,8,9,3,8,9,5,17,6,8,4,2,4,9,6,8,5,7,6,9,12,16,9,11,9,11,17,12,11,18,11,15,14,14,11,15,8,20,14,10,20,15,16,14,14,16,5,22,14,9,22,16,11,17,17,11,11,13,6,7,7,18,15,19,7,16,11,17,14,18,16,15,13,13,16,8,5,5,3,5,1,2,2,0,2,1,0,0,0,0,0,0
S01000062,1038,15,11,10,8,15,10,9,7,7,5,4,4,3,7,3,8,9,4,11,14,12,13,13,27,34,30,35,27,31,28,31,32,28,18,23,16,28,10,17,15,22,20,13,17,12,9,8,21,12,13,9,11,14,12,16,11,12,9,13,9,7,8,8,15,6,7,3,7,5,6,5,5,4,10,6,9,6,6,2,4,0,1,2,4,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
S01000063,910,10,10,14,13,11,14,12,15,11,10,12,7,12,9,8,13,8,11,3,7,2,7,5,11,10,13,7,3,9,15,11,18,11,15,13,20,13,14,10,23,13,19,19,17,16,13,16,19,10,18,6,10,22,18,9,14,10,13,7,8,8,12,8,14,14,8,4,6,10,9,9,5,7,4,9,3,7,4,6,9,5,4,5,1,2,6,7,3,0,2,1,0,0,0,0,0,0,0,0,0,1
S01000064,623,7,7,10,5,4,1,3,4,5,1,2,6,7,8,3,3,6,8,9,8,12,8,12,11,11,10,12,10,15,8,12,12,3,6,6,6,6,6,6,8,7,8,14,11,8,13,9,12,11,11,14,6,18,8,10,7,9,10,13,6,10,8,7,9,5,3,6,4,7,9,9,5,4,7,1,2,4,5,2,5,4,2,2,1,4,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0
S01000065,1002,13,7,5,5,5,11,4,4,4,5,2,6,10,4,12,6,5,9,7,16,16,14,14,35,23,26,24,15,34,30,24,23,23,18,19,21,14,13,17,16,9,14,20,15,12,17,22,18,16,22,12,13,11,12,16,11,13,11,5,8,9,8,7,8,12,4,9,8,10,10,7,4,8,4,6,4,3,9,6,6,4,5,2,3,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
S01000066,959,8,7,7,3,7,5,1,2,4,4,4,4,3,2,4,3,7,3,6,9,19,29,31,20,27,31,28,44,28,16,22,28,21,25,28,18,23,15,23,17,16,12,12,10,11,21,11,14,14,16,12,6,18,15,9,12,12,8,9,10,7,5,4,8,10,8,7,4,7,7,4,4,6,5,5,5,4,3,3,3,5,1,2,3,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0
S01000067,1065,10,17,10,8,9,11,9,7,5,8,7,5,8,6,5,5,8,8,4,5,10,3,14,13,9,15,12,17,18,16,21,17,21,14,22,13,19,12,7,10,13,9,12,18,18,11,9,9,14,17,15,20,17,10,13,16,18,11,12,15,9,16,17,16,13,12,10,11,7,7,7,10,6,16,17,13,14,7,7,13,14,9,8,7,13,13,4,11,12,10,7,4,2,3,3,0,1,0,1,0,0
S01000068,879,11,10,7,10,12,5,15,5,7,4,6,14,6,10,9,11,8,12,8,10,4,5,5,14,11,6,13,9,13,11,16,10,8,11,15,15,8,16,9,15,17,14,14,15,9,16,13,16,15,10,12,14,10,12,14,16,10,7,6,8,12,5,12,9,9,3,4,5,5,6,6,9,6,5,10,7,4,9,12,9,10,4,11,8,6,6,5,9,5,6,9,4,0,0,1,2,3,0,0,0,1
S01000069,718,9,9,4,7,8,7,8,5,4,4,7,4,7,7,9,5,3,5,13,10,13,11,16,12,13,9,11,10,18,11,16,8,9,15,12,7,8,13,11,16,15,12,17,3,5,6,7,9,11,9,5,10,7,3,7,16,10,7,12,6,9,8,9,10,4,6,4,12,5,5,5,6,8,3,7,8,5,6,5,3,10,5,7,1,1,4,2,2,0,0,3,2,0,2,0,0,0,0,0,0,0
S01000070,658,6,14,7,12,10,11,7,8,9,8,4,6,12,11,7,4,7,10,10,8,6,9,10,10,11,10,7,7,7,9,8,15,8,6,6,7,8,17,11,5,11,16,13,14,5,10,12,11,10,11,13,16,5,8,2,6,5,4,5,8,2,4,6,10,5,7,3,5,11,5,10,6,6,4,4,8,3,3,5,5,3,1,1,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1
S01000071,812,15,14,11,10,15,13,9,6,8,7,3,9,9,12,8,5,7,4,6,13,7,15,9,10,12,16,13,13,17,21,22,23,11,15,20,14,7,14,9,6,12,13,9,14,12,21,13,13,9,8,16,8,5,16,16,10,8,10,4,10,6,6,13,7,10,5,7,3,10,9,3,2,5,2,5,3,3,1,4,4,5,1,4,1,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
S01000072,907,9,9,9,3,9,13,13,6,7,7,11,12,6,9,7,8,11,5,9,10,12,8,7,13,11,10,16,1,11,7,6,13,9,9,9,7,12,12,8,11,15,4,13,13,11,11,21,6,11,12,10,8,15,16,13,11,13,11,11,13,11,13,19,14,9,15,11,11,13,8,10,11,8,9,11,5,9,11,11,12,12,10,5,6,10,12,5,7,4,2,4,3,0,0,3,0,0,0,0,0,0
S01000073,630,6,6,5,5,6,6,8,5,9,5,1,13,10,7,6,6,6,13,5,7,4,10,6,6,1,4,3,5,5,4,2,5,7,9,4,10,4,7,8,8,8,2,9,19,8,13,13,7,12,9,14,13,15,9,9,6,6,5,7,15,10,11,11,8,10,13,5,6,15,6,6,6,5,7,9,4,5,9,0,2,2,10,2,5,2,2,3,1,0,3,1,4,0,0,0,0,1,0,0,0,0
S01000074,870,22,11,18,22,15,14,11,12,20,10,16,13,11,15,12,7,9,11,16,13,12,6,12,10,11,11,13,10,10,14,11,18,12,16,10,15,14,17,18,15,12,15,24,11,7,10,15,13,16,9,6,8,9,8,6,11,9,5,5,10,15,3,5,4,8,4,4,7,4,8,3,8,6,5,6,1,4,5,3,4,2,3,3,5,0,1,0,2,2,1,0,0,0,0,1,0,1,0,0,0,0
S01000075,539,4,5,3,3,1,1,1,3,1,0,1,3,1,1,2,1,1,2,2,10,9,20,13,13,18,14,14,18,19,13,13,16,16,15,7,8,10,6,6,8,4,9,9,2,4,4,2,7,4,0,2,7,12,4,1,4,10,6,2,2,5,10,3,5,4,5,5,7,2,6,5,6,4,6,7,3,3,4,8,3,5,3,7,2,4,7,3,3,2,0,2,1,1,0,1,0,0,0,0,0,0
S01000076,721,6,9,6,5,6,3,3,10,6,7,4,2,7,10,10,9,7,8,6,6,5,8,4,6,8,2,2,7,1,11,13,4,6,2,11,3,5,4,3,13,6,14,2,10,17,11,12,20,11,7,7,11,14,7,8,14,5,4,9,4,15,15,7,12,13,9,13,12,9,7,14,10,11,7,11,15,14,13,7,6,13,7,6,8,5,1,4,8,1,4,2,0,0,1,0,0,0,0,0,0,0
S01000077,951,12,13,16,6,12,6,10,8,7,12,14,15,10,17,11,14,10,8,9,8,7,11,17,23,23,16,10,23,14,16,12,21,12,14,12,13,13,24,17,11,11,11,14,14,20,12,21,16,24,17,18,15,12,12,13,10,11,8,7,10,13,6,4,10,9,6,6,6,7,7,7,7,6,3,4,6,6,3,2,6,2,5,2,3,4,2,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0
S01000078,1097,21,19,11,12,11,4,3,6,11,5,3,0,2,4,5,2,8,1,7,21,22,38,28,38,39,43,44,39,28,48,37,26,22,17,27,23,27,15,16,17,15,18,20,9,18,10,11,20,20,17,14,16,16,14,12,9,10,12,8,8,8,6,7,4,7,3,0,1,2,0,1,3,1,1,2,7,5,3,2,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
S01000079,1448,15,21,14,13,13,9,6,6,2,9,3,7,3,5,3,5,8,9,6,25,33,44,42,52,56,64,73,67,65,54,45,64,36,37,32,20,34,25,21,18,10,16,21,26,11,23,11,10,15,15,15,14,21,9,11,6,7,6,8,8,14,9,6,8,2,10,3,5,7,6,1,3,5,3,2,2,2,2,2,2,1,1,5,2,1,5,2,3,1,0,1,0,1,3,0,1,0,0,0,0,0
S01000080,1015,16,10,9,8,10,2,5,9,1,5,4,1,4,4,3,4,4,6,8,22,20,29,23,34,36,30,36,34,42,42,37,26,26,19,20,14,11,18,18,12,11,22,22,9,10,11,14,17,15,10,7,5,12,10,12,12,9,7,6,6,5,6,6,12,10,5,5,8,5,4,5,4,7,4,2,4,0,4,3,4,0,1,1,1,4,0,2,5,3,3,2,0,1,0,0,0,0,0,0,0,0
S01000081,889,3,5,4,8,9,4,5,9,17,8,12,10,19,8,11,12,18,12,7,6,7,9,8,9,5,4,11,9,6,10,11,10,12,3,9,7,10,18,13,11,11,15,7,18,23,12,17,20,18,29,23,9,15,19,12,19,9,14,17,12,2,7,9,15,19,4,9,8,8,9,6,7,13,6,4,5,4,5,4,6,8,3,4,7,5,4,4,0,3,5,0,4,0,2,2,0,0,0,0,0,0
S01000082,933,4,12,9,5,10,13,10,10,6,6,9,10,6,5,7,6,9,10,10,7,12,7,13,11,19,14,13,15,27,26,14,16,12,19,7,11,11,8,12,17,17,15,11,21,11,8,13,9,12,18,9,20,13,10,11,12,14,16,6,7,11,7,11,10,8,12,9,8,12,9,6,10,8,11,6,9,5,5,6,6,9,6,9,4,7,6,1,3,5,5,4,1,1,1,0,0,1,0,0,0,0
S01000083,774,8,8,8,7,10,8,10,13,14,9,10,10,9,8,5,5,7,8,2,9,18,12,13,10,13,12,23,12,25,9,22,22,17,8,15,10,14,15,17,18,18,11,18,19,14,8,13,7,7,8,13,12,7,11,9,10,6,8,6,7,5,2,4,7,0,6,6,4,9,3,2,6,1,1,0,3,3,2,2,4,2,2,4,3,1,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0
S01000084,859,16,11,10,5,8,2,3,3,1,8,3,0,5,4,0,7,4,4,10,12,13,23,15,24,33,21,35,24,24,16,32,22,17,23,13,19,19,19,9,14,10,13,19,14,8,20,16,11,13,18,17,13,10,11,8,10,13,9,6,10,4,5,6,7,6,3,3,3,7,2,2,4,4,0,3,0,1,1,2,1,0,0,5,0,2,1,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0
S01000085,520,0,5,2,2,2,0,1,3,0,1,0,0,3,1,2,0,1,2,2,7,15,26,17,22,27,25,22,27,27,19,29,19,20,15,14,17,5,14,5,7,5,8,4,10,4,2,3,5,3,5,3,1,7,3,5,2,1,2,3,6,2,1,2,1,0,3,0,1,0,1,4,2,2,1,2,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
S01000086,725,9,9,8,9,13,3,5,4,0,7,2,6,0,5,2,4,4,2,2,7,7,9,13,18,33,17,33,19,15,19,12,16,22,23,12,15,14,24,12,16,8,13,12,4,15,10,8,8,12,6,7,6,14,7,9,9,7,5,11,6,9,5,5,6,1,7,2,2,2,2,1,2,1,0,4,1,5,3,1,3,3,6,2,1,2,2,2,1,3,5,0,2,0,0,2,2,0,1,1,1,0
S01000087,1071,17,9,11,12,6,17,6,6,9,7,6,5,4,10,8,8,8,7,5,10,11,9,11,29,13,15,18,17,24,17,17,33,19,24,19,17,18,17,14,14,12,11,20,13,11,11,18,23,16,16,15,15,14,12,22,19,11,13,10,14,19,9,16,14,8,7,7,7,6,6,3,6,8,4,9,9,5,3,5,8,5,9,7,9,7,2,7,3,9,11,5,1,0,3,3,4,1,2,0,1,0
S01000088,934,13,5,7,11,3,3,2,4,8,2,3,10,1,2,5,3,5,3,15,4,23,26,13,28,41,29,57,33,34,42,43,34,29,30,21,24,13,12,14,12,8,10,11,12,9,10,11,8,11,19,7,9,9,5,10,8,6,6,6,4,5,13,8,8,6,3,2,2,1,3,4,1,5,2,1,1,3,1,3,2,1,1,1,1,3,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0
S01000089,947,10,10,6,4,12,11,6,8,6,5,3,8,8,7,7,15,5,17,6,7,11,8,11,8,0,5,6,5,11,9,6,6,6,7,11,13,4,5,6,9,14,5,21,15,14,11,11,16,23,15,14,17,15,11,18,15,21,15,15,11,9,20,16,16,14,7,10,7,6,10,9,15,18,9,14,11,14,17,15,8,14,11,9,5,13,10,7,3,7,4,4,1,5,1,1,1,0,0,0,1,0
S01000090,769,5,12,4,5,5,6,2,6,6,4,6,12,3,6,2,3,12,4,5,8,8,10,17,25,17,25,31,19,34,29,27,21,12,7,20,15,7,10,9,7,12,15,10,8,10,10,13,9,8,9,14,6,14,15,10,6,14,7,10,4,6,9,4,4,5,3,7,0,2,3,5,6,3,5,6,4,3,3,2,1,0,4,3,0,2,3,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
S01000091,1096,11,8,3,7,6,3,4,2,4,1,6,3,3,4,5,1,6,8,3,23,28,29,30,36,44,45,55,55,43,39,48,33,24,24,25,22,24,15,17,14,9,13,9,12,14,23,7,6,12,5,9,6,9,10,7,7,6,9,9,6,9,9,8,5,10,5,4,5,1,6,4,1,2,2,3,3,4,1,6,6,3,2,2,4,4,3,2,6,5,2,4,7,1,2,2,1,0,0,2,0,1
S01000092,906,7,6,3,5,4,5,6,2,1,1,3,0,1,1,1,1,0,2,7,17,28,32,23,39,49,56,47,46,37,40,40,40,21,27,13,23,13,13,22,12,13,8,6,7,3,13,17,10,3,5,8,4,7,3,10,4,9,4,5,8,2,6,2,3,3,0,1,3,3,0,3,0,3,1,3,1,3,4,1,5,2,1,4,3,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
S01000093,735,20,6,2,7,7,3,3,2,3,2,4,5,3,6,2,6,2,5,9,15,25,17,26,29,32,33,30,19,29,27,19,19,9,26,17,16,13,11,12,11,6,6,18,6,10,4,7,9,5,10,2,11,10,10,11,7,6,9,5,4,5,7,8,4,3,3,4,0,3,0,0,0,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S01000094,712,4,7,2,1,3,5,0,4,2,0,1,2,0,0,2,1,2,4,9,38,46,41,43,31,36,32,30,32,35,33,36,25,6,8,10,21,16,12,5,8,5,9,6,4,11,8,5,4,3,3,2,2,8,2,2,1,5,3,3,3,1,1,1,2,1,1,1,0,4,2,0,2,1,0,1,0,2,2,1,0,1,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
S01000095,717,4,7,6,5,4,2,4,6,4,5,6,2,7,3,5,4,5,6,4,9,12,6,14,18,22,23,21,17,30,29,24,29,14,21,15,11,14,9,14,9,8,11,20,9,6,11,12,8,5,5,10,10,8,8,12,4,8,7,10,12,5,2,6,6,5,6,1,5,6,1,0,0,3,3,6,1,3,1,3,1,2,3,2,2,2,1,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0
S01000096,690,7,6,4,9,5,5,6,8,9,8,3,7,5,1,6,10,4,11,8,5,2,2,9,5,7,11,5,6,9,12,7,8,8,11,10,5,11,6,14,10,13,7,7,9,12,8,13,16,12,10,9,2,9,7,14,8,6,8,2,5,12,6,8,13,5,10,9,3,9,14,13,9,6,8,4,13,5,18,12,7,6,3,2,4,4,2,5,6,6,1,2,1,1,0,0,1,0,0,0,0,0
S01000097,1001,11,6,10,8,16,6,10,11,9,7,19,15,9,21,17,17,21,12,13,11,4,5,7,6,18,10,14,11,17,9,4,16,14,5,12,10,13,11,11,9,17,15,17,15,18,18,12,18,17,20,25,24,14,18,20,14,18,13,15,11,10,9,15,17,17,12,3,11,9,6,7,6,5,5,7,3,2,6,5,7,1,6,6,3,4,4,3,2,2,3,3,0,3,1,0,0,1,1,0,0,2
S01000098,1240,12,19,6,5,3,3,3,6,1,0,5,1,1,6,4,5,4,5,10,22,52,46,38,73,56,69,57,74,45,45,53,40,36,22,24,28,12,23,12,15,12,21,13,21,3,9,17,9,13,16,17,11,8,14,5,8,7,6,3,6,9,6,6,7,9,6,2,3,4,1,1,2,1,4,4,2,2,1,2,0,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01000099,811,6,5,11,6,8,10,6,1,5,7,6,6,9,11,5,10,9,10,6,7,10,9,5,7,5,8,3,11,3,11,6,11,10,10,5,3,7,7,16,10,16,5,14,18,14,11,16,5,22,17,6,15,5,13,18,9,12,15,12,16,7,13,13,13,12,11,7,12,12,11,7,8,13,10,9,11,3,3,7,15,7,9,4,3,6,3,4,3,2,1,2,4,3,2,0,1,0,0,0,0,0
S01000100,871,11,9,4,3,6,1,3,2,1,1,2,3,2,1,4,1,3,5,7,13,26,30,39,50,32,49,38,31,33,51,17,23,40,18,31,18,19,13,15,8,10,10,4,13,9,8,10,5,5,4,9,7,7,9,5,15,6,10,3,6,6,3,4,7,2,3,1,1,1,1,1,2,1,0,0,3,2,4,1,3,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S01000101,888,12,12,8,9,10,13,7,11,10,10,6,11,6,5,6,4,4,5,3,14,15,13,21,14,11,26,18,11,21,16,15,14,16,9,13,12,19,19,20,21,19,15,14,10,15,9,16,11,15,12,8,7,14,13,9,14,10,8,9,6,16,12,14,16,10,3,4,7,3,11,3,5,5,0,4,7,4,2,7,4,4,1,3,6,2,2,2,0,0,1,1,2,1,1,0,0,0,1,0,0,0
S01000102,795,5,5,5,2,1,4,3,2,8,2,5,4,4,6,2,3,5,3,9,23,32,30,25,24,28,42,28,16,22,19,23,25,15,7,9,13,14,12,10,14,6,3,10,5,3,4,7,6,11,9,9,7,5,5,9,7,10,9,10,5,9,12,9,12,8,5,4,5,7,8,7,4,5,1,7,6,5,4,4,6,2,2,4,0,2,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S01000103,628,10,4,7,3,4,2,3,3,2,1,2,2,5,4,2,1,7,5,3,30,32,28,17,28,29,21,19,28,19,21,28,11,19,13,15,13,4,8,5,7,5,7,6,7,12,9,7,10,6,8,7,4,6,1,7,3,4,3,4,4,3,5,4,5,1,2,2,3,2,0,0,0,2,1,1,2,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S01000104,905,7,11,14,10,11,14,13,12,9,12,5,15,12,12,14,16,15,11,13,5,7,7,3,5,9,8,5,3,7,3,4,10,12,3,11,3,9,9,10,23,10,13,9,12,19,23,17,16,21,20,27,15,20,12,8,18,10,10,13,13,10,13,13,15,12,7,15,13,6,8,2,8,4,8,8,5,5,10,4,5,6,7,2,5,10,5,3,2,2,0,3,1,0,0,0,0,0,0,0,0,0
S01000105,870,9,10,9,11,7,2,8,6,4,7,6,5,4,9,10,10,12,5,10,5,10,5,11,8,9,17,11,13,17,10,22,18,19,13,18,13,4,15,16,11,5,6,9,15,11,10,16,10,11,11,20,14,15,17,16,14,14,14,13,16,11,9,18,9,19,7,14,8,9,9,6,13,5,9,5,4,8,6,4,6,2,5,2,2,3,4,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0
S01000106,724,4,7,7,5,10,10,8,9,16,7,8,16,14,14,9,14,11,14,4,9,3,4,7,9,6,10,11,8,7,7,6,11,7,11,6,12,9,7,4,14,17,14,15,10,16,15,21,8,21,14,13,21,11,12,10,14,8,8,9,5,4,9,5,8,6,4,6,7,5,2,4,1,6,2,6,4,4,3,4,2,1,2,2,2,3,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
S01000107,1269,17,10,6,8,6,5,5,4,2,3,8,3,5,3,2,1,4,5,10,54,59,72,59,72,59,80,68,54,68,44,41,44,33,24,24,21,18,21,19,15,18,10,5,9,9,14,4,7,4,10,7,8,4,8,10,8,9,4,6,6,9,4,4,8,8,3,3,3,0,0,3,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
S01000108,753,11,6,6,5,6,2,0,2,1,2,2,2,2,3,2,2,5,8,3,12,22,13,22,27,24,17,21,22,37,15,15,19,29,3,7,13,14,8,7,9,11,6,11,7,10,9,8,4,9,7,7,8,7,6,9,11,7,9,14,4,13,4,8,10,10,3,3,6,6,4,5,4,3,3,1,3,6,4,5,7,8,9,3,3,6,4,3,4,4,3,3,3,1,0,1,0,0,0,0,0,0
S01000109,1019,3,7,0,4,2,1,1,0,1,1,2,2,0,1,0,3,3,1,5,24,43,51,50,40,40,52,30,44,42,36,30,22,21,20,17,9,7,11,15,8,9,13,9,11,12,10,7,9,8,5,5,5,6,8,7,7,12,5,19,14,7,12,15,12,15,11,10,7,9,5,3,11,0,6,4,3,12,3,4,8,6,1,4,6,6,2,1,2,0,0,1,1,0,0,0,0,0,1,0,0,1
S01000110,846,7,4,10,1,11,5,15,7,8,7,5,8,8,10,7,7,9,4,6,11,5,5,5,5,4,9,3,4,6,6,8,5,2,3,11,7,8,11,6,7,16,11,13,6,10,12,5,13,17,9,10,17,12,7,10,6,9,11,12,8,12,12,7,14,16,11,12,12,10,14,19,11,15,9,12,10,12,17,7,18,12,11,13,15,17,8,5,5,5,2,4,4,1,3,1,4,0,1,1,0,0
S01000111,791,8,14,11,10,9,7,8,12,5,8,3,4,10,7,7,11,9,2,6,7,9,12,18,15,20,15,15,10,20,19,19,15,11,17,15,9,10,7,10,21,14,20,15,12,12,17,8,10,11,8,11,12,8,7,9,10,7,8,6,6,11,8,5,4,5,11,4,6,10,3,2,5,5,5,3,3,5,2,4,3,2,3,6,6,1,3,3,1,3,1,0,2,0,0,0,0,0,0,0,0,0
S01000112,983,7,13,6,8,7,5,2,5,4,8,5,5,4,2,7,4,5,6,15,20,17,45,28,30,41,31,28,27,32,29,23,25,21,21,10,18,16,14,11,16,7,14,19,15,11,7,14,10,15,17,11,18,11,5,9,8,7,8,5,9,3,10,9,6,3,5,2,4,5,8,2,4,2,5,1,8,11,5,7,3,4,3,4,4,2,6,2,2,4,2,3,0,1,1,1,0,0,0,0,0,0
S01000113,607,5,5,3,9,5,4,10,2,5,7,6,11,5,5,6,6,11,16,4,5,11,8,4,16,8,5,8,10,13,10,22,8,8,9,6,4,6,3,7,3,9,11,7,9,8,8,17,14,7,13,8,13,6,8,11,11,13,8,13,8,5,5,5,13,6,3,3,5,2,5,1,2,4,2,4,6,4,4,4,3,2,4,2,2,3,1,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0
S01000114,814,11,12,17,9,12,8,9,7,7,9,13,8,9,12,2,13,4,7,11,4,11,13,8,14,14,16,21,22,16,17,12,17,18,15,11,13,21,15,15,16,17,13,15,13,10,12,8,5,20,6,5,11,13,9,8,7,7,7,9,6,7,8,13,12,7,4,3,5,4,5,2,4,8,5,2,3,4,1,3,5,4,4,2,2,1,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0
S01000115,838,10,12,8,9,12,10,7,8,8,8,10,2,5,9,6,7,8,5,13,13,12,8,12,10,6,8,15,6,6,17,15,21,11,9,10,11,4,7,15,10,8,13,7,15,16,11,10,9,13,10,12,9,12,11,14,10,11,10,9,10,11,11,12,3,9,5,0,2,8,6,7,5,4,7,7,11,14,17,10,19,7,10,7,13,5,4,7,2,4,0,4,2,0,1,1,0,0,0,0,0,0
S01000116,923,7,8,7,4,2,1,2,0,3,1,3,2,4,1,1,1,1,9,1,15,27,33,40,45,38,68,52,47,39,47,29,49,22,27,10,17,14,13,17,10,10,12,7,12,13,9,11,7,15,4,7,5,6,7,6,8,4,11,5,7,5,4,1,3,1,2,3,2,1,0,1,1,1,0,2,0,1,1,1,0,2,1,1,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
S01000117,1033,16,12,7,17,12,7,17,7,10,10,11,13,10,13,13,11,20,10,14,7,8,9,4,16,7,13,12,10,17,15,14,10,14,14,16,12,6,18,10,14,13,22,18,16,12,20,11,25,19,19,13,11,12,10,8,10,9,16,16,8,19,11,7,10,14,8,3,10,8,11,7,5,4,5,6,1,4,3,7,8,7,10,5,13,13,8,7,7,10,12,7,5,1,2,1,2,3,1,1,1,2
S01000118,712,9,5,7,7,4,9,5,3,6,8,10,5,6,4,4,5,3,6,5,3,8,7,10,9,19,16,8,10,16,14,11,10,10,3,5,12,11,9,11,10,10,8,12,8,10,6,16,3,10,5,9,10,12,13,11,8,8,5,13,9,6,5,10,9,9,9,7,8,5,4,3,10,8,7,9,9,7,7,5,5,10,6,9,4,5,4,3,2,6,2,0,2,2,0,2,1,0,2,0,0,1
S01000119,835,8,6,4,2,0,3,2,2,3,1,6,0,0,4,2,3,0,3,5,17,23,41,28,34,39,38,23,49,39,38,27,20,20,5,7,10,11,10,11,15,5,9,8,6,7,8,8,14,8,11,7,3,7,9,4,8,11,6,7,6,7,7,7,6,7,6,6,2,2,2,4,4,2,2,6,3,1,3,6,5,2,5,6,2,0,1,4,6,3,0,2,0,2,2,0,1,0,0,0,0,0
S01000120,566,6,10,8,6,2,7,3,2,2,0,2,4,4,2,5,8,4,6,7,6,6,8,9,21,24,18,21,17,11,26,15,13,11,6,12,13,12,12,9,6,10,8,1,6,6,7,8,5,12,8,4,4,8,10,12,4,5,2,4,5,3,4,4,4,2,5,2,1,4,7,1,6,2,2,1,4,2,5,0,2,1,1,0,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S01000121,718,2,3,5,5,8,7,7,7,11,7,11,5,13,7,7,5,9,3,5,11,6,8,10,8,4,6,3,6,4,4,2,7,11,9,8,12,9,8,9,8,10,11,10,10,8,14,15,14,10,9,8,17,13,15,12,8,15,10,17,13,9,7,7,11,9,10,9,7,8,7,8,10,7,7,6,5,12,6,6,6,5,5,8,6,3,5,1,1,1,5,0,0,0,1,0,0,0,0,0,0,1
