msoaiz,Total weekly income (£)
S02000438,615.4499293
S02000439,543.7218021
S02000440,595.9580525
S02000441,529.5860515
S02000442,711.561248
S02000443,713.5663178
S02000444,780.8949625
S02000445,580.7833762
S02000446,528.9446969
S02000447,636.9533917
S02000448,800.0550571
S02000449,701.483849
S02000450,510.3523525
S02000451,649.3134857
S02000452,473.4514065
S02000453,593.6807845
S02000454,637.5783454
S02000455,533.4831457
S02000456,468.9846135
S02000457,598.1079187
S02000458,513.2424515
S02000459,574.1095871
S02000460,486.5811819
S02000461,775.2094788
S02000462,591.3160748
S02000463,510.0884782
S02000464,541.8821009
S02000465,791.1858247
S02000466,469.1527142
S02000467,630.9051176
S02000468,669.4662917
S02000469,553.2930465
S02000470,494.3712879
S02000471,726.3982524
S02000472,742.6900599
S02000473,632.4979487
S02000474,659.7558133
S02000475,499.1974326
S02000476,602.9050158
S02000477,737.8602371
S02000478,684.5753059
S02000479,598.3074966
S02000480,582.5438291
S02000481,583.4796957
S02000482,843.1336769
S02000483,503.7536976
S02000484,641.9445056
S02000485,670.6051828
S02000486,493.5169302
S02000487,672.909798
S02000488,541.7987886
S02000489,586.5149339
S02000490,708.7566628
S02000491,565.5536983
S02000492,709.0525506
S02000493,708.343831
S02000494,541.4066248
S02000495,560.6634258
S02000496,560.2628771
S02000497,453.8181139
S02000498,665.1279494
S02000499,563.5592843
S02000500,561.0716147
S02000501,579.780477
S02000502,476.2285285
S02000503,673.2151851
S02000504,477.6196048
S02000505,575.7599921
S02000506,633.3407518
S02000507,895.5139787
S02000508,553.5699149
S02000509,681.0045516
S02000510,751.9931922
S02000511,543.659992
S02000512,469.0305995
S02000513,536.9438303
S02000514,519.2108621
S02000515,452.3255071
S02000516,502.2061979
S02000517,669.4546804
S02000518,466.4446445
S02000519,533.5078399
S02000520,501.9748313
S02000521,722.7384752
S02000522,553.0051928
S02000523,529.7770124
S02000524,501.236836
S02000525,484.2182971
S02000526,504.2611301
S02000527,451.0683011
S02000528,478.164902
S02000529,584.58764
S02000530,396.7901085
S02000531,707.4673296
S02000532,557.7673461
S02000533,632.5656198
S02000534,619.3145879
S02000535,584.7526361
S02000536,501.8636874
S02000537,578.0537714
S02000538,478.1950506
S02000539,530.7744653
S02000540,415.4351262
S02000541,486.4884957
S02000542,639.631247
S02000543,384.5954507
S02000544,510.4455616
S02000545,513.9034336
S02000546,436.7847222
S02000547,484.9546061
S02000548,504.904776
S02000549,454.0822624
S02000550,567.4666979
S02000551,533.0456037
S02000552,463.9401993
S02000553,485.1670925
S02000554,505.2711094
S02000555,458.9808099
S02000556,764.1971883
S02000557,513.6733495
S02000558,489.1933796
S02000559,748.0920215
S02000560,546.142221
S02000561,510.0806212
S02000562,643.2129101
S02000563,546.2069778
S02000564,591.1797644
S02000565,531.7210423
S02000566,695.8558151
S02000567,635.9022902
S02000568,649.6650233
S02000569,483.7090921
S02000570,602.641585
S02000571,668.7466242
S02000572,650.340869
S02000573,732.0811856
S02000574,568.3496812
S02000575,492.859779
S02000576,511.0153696
S02000577,426.6164706
S02000578,608.1875099
S02000579,605.9542293
S02000580,624.0159082
S02000581,690.4283398
S02000582,705.1120219
S02000583,609.9900308
S02000584,568.4732581
S02000585,415.7588794
S02000586,553.0382838
S02000587,547.487281
S02000588,459.6453575
S02000589,463.5777211
S02000590,557.8352877
S02000591,642.6943059
S02000592,465.4724459
S02000593,656.4703697
S02000594,493.1507467
S02000595,591.6165395
S02000596,852.6127979
S02000597,453.7508606
S02000598,709.533976
S02000599,534.1525115
S02000600,615.374442
S02000601,463.3250397
S02000602,351.5550714
S02000603,534.3111245
S02000604,645.7032321
S02000605,533.5404109
S02000606,479.5022259
S02000607,551.6353576
S02000608,642.3039118
S02000609,532.1091437
S02000610,394.71715
S02000611,514.3014695
S02000612,845.0348449
S02000613,536.9604162
S02000614,585.1892617
S02000615,409.4235729
S02000616,414.5737368
S02000617,503.4457299
S02000618,793.7247284
S02000619,374.2307456
S02000620,408.2892717
S02000621,505.1546503
S02000622,598.0174794
S02000623,652.0677866
S02000624,754.2823059
S02000625,427.5641684
S02000626,509.2125466
S02000627,502.7221933
S02000628,398.0395741
S02000629,399.798228
S02000630,410.8643801
S02000631,453.0587347
S02000632,394.3730157
S02000633,398.3940854
S02000634,520.0405918
S02000635,441.541572
S02000636,618.025371
S02000637,451.5438311
S02000638,418.6598849
S02000639,511.0635738
S02000640,458.473584
S02000641,500.6015759
S02000642,518.5400868
S02000643,445.310066
S02000644,395.7663829
S02000645,783.77048
S02000646,452.0904568
S02000647,367.4561548
S02000648,365.1876873
S02000649,390.6503775
S02000650,431.6440199
S02000651,502.8270403
S02000652,444.0329132
S02000653,499.1084168
S02000654,448.5900167
S02000655,460.2252745
S02000656,392.0325415
S02000657,399.3641963
S02000658,337.422048
S02000659,422.6695237
S02000660,582.5691833
S02000661,572.5696761
S02000662,422.5888944
S02000663,467.2177991
S02000664,534.1849044
S02000665,608.654484
S02000666,369.4043534
S02000667,530.1729525
S02000668,508.0107945
S02000669,361.4246077
S02000670,358.2848102
S02000671,469.5716223
S02000672,594.1827176
S02000673,425.4252739
S02000674,665.7469073
S02000675,491.3422801
S02000676,416.3023391
S02000677,679.7230339
S02000678,544.8170498
S02000679,642.4259498
S02000680,407.3422674
S02000681,680.4303217
S02000682,707.3691241
S02000683,708.3346058
S02000684,414.9011958
S02000685,384.5077762
S02000686,637.3681421
S02000687,465.8693028
S02000688,492.7442258
S02000689,711.2530226
S02000690,715.9844389
S02000691,423.5717083
S02000692,417.4171027
S02000693,359.3456221
S02000694,419.189878
S02000695,704.822921
S02000696,460.4762114
S02000697,528.6866847
S02000698,517.9619664
S02000699,439.4511537
S02000700,486.1078307
S02000701,466.305671
S02000702,611.0263278
S02000703,474.093243
S02000704,457.0323093
S02000705,542.0186976
S02000706,402.3611489
S02000707,543.1902577
S02000708,456.1958793
S02000709,473.3097857
S02000710,482.7828482
S02000711,612.0222919
S02000712,453.0961519
S02000713,901.2979629
S02000714,466.8259269
S02000715,471.5420492
S02000716,470.278871
S02000717,569.3807646
S02000718,574.7749783
S02000719,591.1565721
S02000720,623.1375623
S02000721,604.6200405
S02000722,578.7044499
S02000723,630.3203527
S02000724,595.2123223
S02000725,559.4768787
S02000726,615.5452583
S02000727,715.3516878
S02000728,648.8270421
S02000729,788.5649431
S02000730,723.9004823
S02000731,641.1946164
S02000732,644.8082745
S02000733,545.4988637
S02000734,714.7413883
S02000735,538.0991431
S02000736,629.1984551
S02000737,738.0216897
S02000738,683.7321552
S02000739,521.0989344
S02000740,667.2081106
S02000741,587.8398728
S02000742,526.8905704
S02000743,728.2564889
S02000744,457.8494095
S02000745,580.3487241
S02000746,598.1218617
S02000747,700.2031532
S02000748,790.2941552
S02000749,599.7175388
S02000750,566.7223836
S02000751,538.2335472
S02000752,574.1849932
S02000753,715.0067088
S02000754,550.3462858
S02000755,539.3421319
S02000756,578.0614157
S02000757,652.2181588
S02000758,582.7524507
S02000759,529.1549216
S02000760,571.1059936
S02000761,517.9505304
S02000762,501.5505692
S02000763,523.0332733
S02000764,501.6436758
S02000765,515.9560514
S02000766,619.6071298
S02000767,661.6594119
S02000768,604.2153875
S02000769,515.9220925
S02000770,627.5072356
S02000771,708.7395349
S02000772,756.2309396
S02000773,936.0030618
S02000774,472.8476496
S02000775,504.3509978
S02000776,523.4157001
S02000777,692.1200624
S02000778,509.1528661
S02000779,540.6289725
S02000780,402.2526477
S02000781,402.5103675
S02000782,560.0332602
S02000783,492.5932284
S02000784,475.3294472
S02000785,527.9939704
S02000786,529.1941485
S02000787,583.2486529
S02000788,749.4973924
S02000789,642.3049376
S02000790,708.0274655
S02000791,589.0944512
S02000792,685.3172637
S02000793,579.6264262
S02000794,741.6147406
S02000795,550.0311689
S02000796,816.5871018
S02000797,675.4663935
S02000798,646.3993695
S02000799,572.8325637
S02000800,641.0442035
S02000801,671.520757
S02000802,668.1571945
S02000803,594.0237368
S02000804,766.5122636
S02000805,589.4877094
S02000806,670.9850148
S02000807,701.6112533
S02000808,557.4785874
S02000809,583.2706364
S02000810,675.0157532
S02000811,532.5678168
S02000812,647.1833797
S02000813,639.1926797
S02000814,570.1275738
S02000815,733.7207697
S02000816,734.3213178
S02000817,486.8068162
S02000818,590.4418469
S02000819,554.1781279
S02000820,602.6086743
S02000821,584.0645854
S02000822,607.2308201
S02000823,493.8497431
S02000824,514.3341436
S02000825,690.823676
S02000826,713.6020747
S02000827,530.4923875
S02000828,612.2014892
S02000829,757.9091111
S02000830,672.0842028
S02000831,527.7642953
S02000832,502.3059009
S02000833,665.9632629
S02000834,556.7109241
S02000835,417.2581367
S02000836,582.108086
S02000837,518.5531861
S02000838,462.1401495
S02000839,457.4837413
S02000840,563.3538737
S02000841,463.658243
S02000842,636.3993807
S02000843,722.0521454
S02000844,466.5538896
S02000845,505.2765162
S02000846,400.8713012
S02000847,461.8737995
S02000848,614.7439415
S02000849,410.3470307
S02000850,474.7189574
S02000851,425.9879064
S02000852,547.3076965
S02000853,508.1662982
S02000854,563.8874976
S02000855,562.9698082
S02000856,688.3938212
S02000857,490.1947201
S02000858,608.9665144
S02000859,698.5623042
S02000860,661.8704475
S02000861,571.4453805
S02000862,676.5060061
S02000863,423.7462177
S02000864,527.0032682
S02000865,555.3832437
S02000866,452.8732341
S02000867,659.2596804
S02000868,474.4856267
S02000869,523.9849209
S02000870,844.8877645
S02000871,580.7782201
S02000872,794.808332
S02000873,569.1295368
S02000874,690.4326723
S02000875,730.4039024
S02000876,610.4061604
S02000877,843.6627968
S02000878,859.7501302
S02000879,652.6407156
S02000880,680.2848381
S02000881,536.8053911
S02000882,534.0710865
S02000883,611.690407
S02000884,944.0097137
S02000885,1060.411661
S02000886,486.5024195
S02000887,576.1648656
S02000888,517.4024362
S02000889,608.6160974
S02000890,514.3062644
S02000891,558.2684643
S02000892,513.8729914
S02000893,572.4422342
S02000894,535.2017903
S02000895,660.387429
S02000896,580.5502695
S02000897,607.40707
S02000898,669.2623598
S02000899,519.3700551
S02000900,557.8937079
S02000901,675.5251323
S02000902,515.556452
S02000903,681.9026736
S02000904,634.9288168
S02000905,528.7502504
S02000906,552.5063983
S02000907,606.9424052
S02000908,669.2552252
S02000909,504.4098087
S02000910,568.2824843
S02000911,591.4535868
S02000912,525.5316808
S02000913,602.7522367
S02000914,661.9812917
S02000915,572.0862932
S02000916,553.8641261
S02000917,529.543439
S02000918,500.3157093
S02000919,817.1174435
S02000920,527.6670571
S02000921,669.4412167
S02000922,647.024973
S02000923,725.4156937
S02000924,839.7489884
S02000925,712.2764539
S02000926,607.3827567
S02000927,849.5690336
S02000928,620.9523963
S02000929,577.3903104
S02000930,770.6696226
S02000931,506.2713547
S02000932,501.3206966
S02000933,729.6123491
S02000934,434.2147153
S02000935,486.2015379
S02000936,837.4042019
S02000937,604.9464977
S02000938,813.4467772
S02000939,639.3065235
S02000940,609.5703263
S02000941,552.3515605
S02000942,565.0734028
S02000943,676.1713688
S02000944,533.1070879
S02000945,535.7130583
S02000946,626.5726351
S02000947,474.0682853
S02000948,629.1761429
S02000949,812.0993139
S02000950,779.2769085
S02000951,729.5193164
S02000952,717.3708726
S02000953,618.877492
S02000954,713.5806542
S02000955,794.4782449
S02000956,722.816634
S02000957,560.5241153
S02000958,649.5030653
S02000959,547.4449878
S02000960,662.9694631
S02000961,626.396032
S02000962,641.9621051
S02000963,614.2893508
S02000964,481.6522978
S02000965,516.5850653
S02000966,759.9589182
S02000967,526.3767988
S02000968,617.1678921
S02000969,721.770255
S02000970,743.4871371
S02000971,511.7332028
S02000972,637.7186583
S02000973,724.6413658
S02000974,692.1324128
S02000975,696.5865981
S02000976,605.2603378
S02000977,559.6790764
S02000978,566.3891467
S02000979,552.4582958
S02000980,598.6175341
S02000981,622.3054924
S02000982,612.2919032
S02000983,648.1826717
S02000984,784.0522661
S02000985,554.6008104
S02000986,561.8577627
S02000987,484.3033982
S02000988,571.8166384
S02000989,816.7528922
S02000990,684.7813876
S02000991,474.9312522
S02000992,477.5653369
S02000993,695.6063309
S02000994,452.3662211
S02000995,558.9339188
S02000996,579.6347966
S02000997,510.4684951
S02000998,466.3510569
S02000999,647.513955
S02001000,422.0355996
S02001001,434.2940013
S02001002,707.5164854
S02001003,419.585482
S02001004,578.546434
S02001005,420.1140389
S02001006,516.5404298
S02001007,612.9259789
S02001008,689.1244726
S02001009,840.2440516
S02001010,579.1560009
S02001011,488.8641314
S02001012,793.8843314
S02001013,595.630655
S02001014,521.6345548
S02001015,774.7838514
S02001016,496.1922059
S02001017,701.7650971
S02001018,612.9752888
S02001019,676.9012322
S02001020,721.7601745
S02001021,617.5793154
S02001022,487.4309226
S02001023,434.4577063
S02001024,450.6919442
S02001025,620.9511079
S02001026,476.1864501
S02001027,508.9949188
S02001028,605.8187559
S02001029,541.5664827
S02001030,531.1012944
S02001031,611.7249629
S02001032,510.4800312
S02001033,575.1559803
S02001034,523.893037
S02001035,491.6995089
S02001036,466.2012198
S02001037,466.3735388
S02001038,515.0553107
S02001039,649.0260049
S02001040,730.2026913
S02001041,620.2735189
S02001042,480.9792784
S02001043,561.4043903
S02001044,712.3570001
S02001045,631.75476
S02001046,498.1391617
S02001047,605.1471512
S02001048,581.4427679
S02001049,518.1341763
S02001050,668.2949752
S02001051,736.775741
S02001052,532.6396481
S02001053,745.6118029
S02001054,639.18922
S02001055,630.6392446
S02001056,537.8153097
S02001057,544.7256923
S02001058,471.741438
S02001059,458.1521073
S02001060,612.3796264
S02001061,607.4659615
S02001062,666.7063797
S02001063,675.0842966
S02001064,608.3888363
S02001065,610.7979942
S02001066,600.7173297
S02001067,498.0195875
S02001068,525.9161918
S02001069,421.7646395
S02001070,519.8813277
S02001071,519.0692462
S02001072,549.313155
S02001073,578.3896159
S02001074,620.3197797
S02001075,566.3221723
S02001076,562.4395369
S02001077,607.92084
S02001078,707.909987
S02001079,532.1793109
S02001080,624.9583953
S02001081,619.9350543
S02001082,472.0540458
S02001083,811.142305
S02001084,579.6225036
S02001085,696.4059229
S02001086,831.9628608
S02001087,691.8218176
S02001088,645.7597284
S02001089,688.5429123
S02001090,558.524621
S02001091,541.1009903
S02001092,569.0171387
S02001093,750.4738695
S02001094,740.5237141
S02001095,596.7189008
S02001096,739.2667788
S02001097,505.3434438
S02001098,669.3828071
S02001099,585.3849351
S02001100,543.1451021
S02001101,477.65307
S02001102,606.2554993
S02001103,662.2722199
S02001104,475.1848695
S02001105,769.7075157
S02001106,606.0007216
S02001107,810.9828329
S02001108,547.8988084
S02001109,572.1790553
S02001110,742.8906403
S02001111,948.7183674
S02001112,637.6908231
S02001113,777.3187389
S02001114,787.2024867
S02001115,751.3894307
S02001116,545.0496951
S02001117,448.9124649
S02001118,535.861211
S02001119,460.4191646
S02001120,656.9804393
S02001121,571.8539275
S02001122,502.0385524
S02001123,477.7438032
S02001124,835.6376543
S02001125,518.1697446
S02001126,581.0362403
S02001127,570.4457271
S02001128,725.1139805
S02001129,459.6312185
S02001130,536.9652618
S02001131,970.0549896
S02001132,557.3334139
S02001133,560.6080495
S02001134,484.8530058
S02001135,896.107427
S02001136,449.8377448
S02001137,488.539196
S02001138,516.7855292
S02001139,590.0287638
S02001140,517.908678
S02001141,527.9458919
S02001142,519.647787
S02001143,496.2854818
S02001144,490.6982832
S02001145,687.6188717
S02001146,568.8275617
S02001147,628.2001926
S02001148,701.9679583
S02001149,579.3505041
S02001150,549.1735104
S02001151,806.270627
S02001152,482.6399568
S02001153,710.1483141
S02001154,643.1853093
S02001155,715.2258289
S02001156,840.922641
S02001157,727.6113762
S02001158,539.2857604
S02001159,591.7952311
S02001160,434.2286921
S02001161,425.3026303
S02001162,401.4853149
S02001163,840.9269527
S02001164,711.7620083
S02001165,718.5087222
S02001166,781.498367
S02001167,721.2931225
S02001168,518.9000302
S02001169,646.459393
S02001170,690.0672397
S02001171,620.2395632
S02001172,536.7751879
S02001173,544.6761156
S02001174,472.7186339
S02001175,840.2535219
S02001176,758.5702197
S02001177,517.5271672
S02001178,725.2247338
S02001179,731.5477201
S02001180,789.3354434
S02001181,848.8182436
S02001182,676.0340928
S02001183,670.043291
S02001184,424.4228058
S02001185,422.3713381
S02001186,479.9498527
S02001187,446.8583148
S02001188,476.4573805
S02001189,506.6720607
S02001190,606.0062718
S02001191,494.3593923
S02001192,552.4081223
S02001193,735.586554
S02001194,543.415361
S02001195,477.4722516
S02001196,548.6245664
S02001197,503.7629912
S02001198,482.2651213
S02001199,527.4588041
S02001200,497.4810849
S02001201,691.4571733
S02001202,734.8372628
S02001203,742.8723568
S02001204,543.5263677
S02001205,614.0136556
S02001206,999.3928406
S02001207,458.6331905
S02001208,1037.216724
S02001209,749.5775225
S02001210,735.4644961
S02001211,643.4654374
S02001212,768.8409606
S02001213,787.8433084
S02001214,641.2594587
S02001215,643.3907779
S02001216,663.9460226
S02001217,556.7051929
S02001218,500.0818398
S02001219,613.8520841
S02001220,702.716811
S02001221,678.6046843
S02001222,615.2387991
S02001223,595.8109614
S02001224,897.1112422
S02001225,779.7989319
S02001226,602.5012025
S02001227,571.2037574
S02001228,784.1712522
S02001229,900.9560241
S02001230,600.9647945
S02001231,815.3109758
S02001232,950.2308676
S02001233,617.2158794
S02001234,770.3831657
S02001235,815.209893
