URN,EstablishmentName,SchoolCapacity,Postcode,Easting,Northing,,,,,,,,,,,,,,,
139181,The Bromfords School and Sixth Form College,1260,SS12 0LZ,573802,192550,,,,,,,,,,,,,,,
136758,West Hatch High School,1223,IG7 5BT,542935,192421,,,,,,,,,,,,,,,
137178,Bentley Wood High School,1304,HA7 3JW,515553,192260,,,,,,,,,,,,,,,
136868,The King Edmund School,1600,SS4 1TL,587172,192063,,,,,,,,,,,,,,,
136860,Highworth Warneford School,925,SN6 7BZ,420268,192037,,,,,,,,,,,,,,,
136723,Wycombe High School,1265,HP11 1TB,485805,191866,,,,,,,,,,,,,,,
137558,Highams Park School,1337,E4 9PJ,538793,191859,,,,,,,,,,,,,,,
139307,Bower Park Academy,963,RM1 4YY,551141,191853,,,,,,,,,,,,,,,
139534,The Sweyne Park School,1520,SS6 9BZ,580094,191719,,,,,,,,,,,,,,,
136418,The Compton School,1247,N12 0QG,527295,191678,,,,,,,,,,,,,,,
136771,John Hampden Grammar School,1150,HP11 1SZ,485635,191641,,,,,,,,,,,,,,,
138685,Copthall School,1200,NW7 2EP,522483,191460,,,,,,,,,,,,,,,
144900,Duke's Aldridge,1050,N17 0PG,534215,191340,,,,,,,,,,,,,,,
139362,St Thomas More Catholic School,1260,N22 5HN,531069,191209,,,,,,,,,,,,,,,
141841,The FitzWimarc School,1670,SS6 8EB,581060,191190,,,,,,,,,,,,,,,
137745,Woodside High School,1200,N22 5QJ,531614,191115,,,,,,,,,,,,,,,
137215,The Chalfonts Community College,1800,SL9 8TP,499104,191079,,,,,,,,,,,,,,,
137204,Hatch End High School,1874,HA3 6NR,513935,190977,,,,,,,,,,,,,,,
137531,Alexandra Park School,1290,N11 2AZ,529125,190891,,,,,,,,,,,,,,,
139348,The Castle School,1733,BS35 1HT,363804,190863,,,,,,,,,,,,,,,
137829,Northwood School,1080,HA6 1QN,510406,190503,,,,,,,,,,,,,,,
139616,Heartlands High School,1080,N22 7ST,530345,190441,,,,,,,,,,,,,,,
137075,Park High School,1800,HA7 1PL,517685,190370,,,,,,,,,,,,,,,
137199,Canons High School,1280,HA8 6AN,518709,190352,,,,,,,,,,,,,,,
140893,Beaconsfield High School,1100,HP9 1RR,494023,190325,,,,,,,,,,,,,,,
138458,Salvatorian Roman Catholic College,687,HA3 5DY,515128,190321,,,,,,,,,,,,,,,
146245,The Sacred Heart Language College,780,HA3 7AY,515333,190273,,,,,,,,,,,,,,,
139367,The Beaconsfield School,875,HP9 1SJ,494251,190217,,,,,,,,,,,,,,,
144094,Marshalls Park Academy,1200,RM1 4EH,551408,190187,,,,,,,,,,,,,,,
137539,Hasmonean High School for Boys,747,NW4 1NA,523775,190136,,,,,,,,,,,,,,,
138490,Didcot Girls' School,1542,OX11 7AJ,451812,190093,,,,,,,,,,,,,,,
137357,Wallingford School,1211,OX10 8HH,460533,189993,,,,,,,,,,,,,,,
143082,Bishop Douglass School Finchley,1080,N2 0SQ,526275,189926,,,,,,,,,,,,,,,
137396,Redden Court School,791,RM3 0TS,554725,189873,,,,,,,,,,,,,,,
143877,The Royal Liberty School,630,RM2 6HJ,553212,189729,,,,,,,,,,,,,,,
136519,Haydon School,2040,HA5 2LX,509962,189644,,,,,,,,,,,,,,,
137388,Christ's College Finchley,1007,N2 0SE,525672,189571,,,,,,,,,,,,,,,
138762,St Birinus School,1575,OX11 8AZ,452608,189451,,,,,,,,,,,,,,,
140575,Beal High School,2840,IG4 5LP,542242,189440,,,,,,,,,,,,,,,
137040,The Campion School,1050,RM11 3BX,554726,189394,,,,,,,,,,,,,,,
137685,Kingsbury High School,2050,NW9 9JR,519617,189280,,,,,,,,,,,,,,,
137028,Nower Hill High School,1980,HA5 5RP,513351,189250,,,,,,,,,,,,,,,
137645,Hendon School,1269,NW4 2HP,523568,188931,,,,,,,,,,,,,,,
136656,Claremont High School,1650,HA3 0UH,518305,188663,,,,,,,,,,,,,,,
142560,St Gregory's Catholic Science College,1058,HA3 0NB,517552,188564,,,,,,,,,,,,,,,
138051,The Henrietta Barnett School,779,NW11 7BN,525566,188467,,,,,,,,,,,,,,,
137284,The Eastwood Academy,840,SS9 5UU,584818,188343,,,,,,,,,,,,,,,
138326,The Frances Bardsley Academy for Girls,1340,RM1 2RR,552491,188325,,,,,,,,,,,,,,,
137177,Harrow High School,1100,HA1 2JG,515974,188106,,,,,,,,,,,,,,,
136579,The Appleton School,1500,SS7 5RN,577050,188041,,,,,,,,,,,,,,,
137414,Emerson Park Academy,960,RM11 3AD,555559,188013,,,,,,,,,,,,,,,
136267,Chadwell Heath Academy,1250,RM6 4RS,546883,188007,,,,,,,,,,,,,,,
137407,Bishop Ramsey Church of England School,1244,HA4 8EE,510324,187865,,,,,,,,,,,,,,,
145609,Lubavitch House School (Senior Girls),180,N16 5RP,533621,187688,,,,,,,,,,,,,,,
137140,King Alfred's,2205,OX12 9BY,439627,187676,,,,,,,,,,,,,,,
137361,Whitefield School,1052,NW2 1TR,523520,187587,,,,,,,,,,,,,,,
136964,Great Marlow School,1180,SL7 1JE,485669,187545,,,,,,,,,,,,,,,
137197,Hall Mead School,982,RM14 1SF,556865,187459,,,,,,,,,,,,,,,
137308,Malmesbury School,1384,SN16 0DF,392478,187434,,,,,,,,,,,,,,,
142316,Bradon Forest School,1260,SN5 4AT,408962,187413,,,,,,,,,,,,,,,
137310,St Thomas More High School,1050,SS0 0BW,585234,187339,,,,,,,,,,,,,,,
136577,The King John School,2000,SS7 1RQ,579983,187332,,,,,,,,,,,,,,,
136443,Southend High School for Boys,1060,SS0 0RG,586956,187325,,,,,,,,,,,,,,,
143385,Norlington School and 6th Form,600,E10 6JZ,538589,187271,,,,,,,,,,,,,,,
139293,Connaught School for Girls,603,E11 4AE,539036,187172,,,,,,,,,,,,,,,
137088,The Palmer Catholic Academy,1138,IG3 8EU,545277,187125,,,,,,,,,,,,,,,
136490,Westcliff High School for Girls,1224,SS0 0BS,585047,187097,,,,,,,,,,,,,,,
136272,Westcliff High School for Boys Academy,1090,SS0 0BP,585131,187095,,,,,,,,,,,,,,,
145708,Lammas School and Sixth Form,900,E10 7LX,536942,187070,,,,,,,,,,,,,,,
137418,The Ursuline Academy Ilford,760,IG1 4JU,543549,186884,,,,,,,,,,,,,,,
138174,Belfairs Academy,1440,SS9 3TG,583146,186788,,,,,,,,,,,,,,,
140515,Nova Hreod Academy,1200,SN2 2NQ,413422,186735,,,,,,,,,,,,,,,
137233,Sacred Heart of Mary Girls' School,797,RM14 2QR,555627,186604,,,,,,,,,,,,,,,
136600,The Coopers' Company and Coborn School,1418,RM14 3HS,556786,186575,,,,,,,,,,,,,,,
136781,Sir William Borlase's Grammar School,907,SL7 2BR,484538,186409,,,,,,,,,,,,,,,
140748,Ruislip High School,1022,HA4 0BY,510448,186302,,,,,,,,,,,,,,,
138457,Wembley High Technology College,1330,HA0 3NT,517203,186265,,,,,,,,,,,,,,,
136444,Southend High School for Girls,1200,SS2 4UZ,590433,186141,,,,,,,,,,,,,,,
136663,Abbs Cross Academy and Arts College,840,RM12 4YB,553190,186128,,,,,,,,,,,,,,,
137198,Rooks Heath College,1250,HA2 9AH,512955,186076,,,,,,,,,,,,,,,
137442,Clapton Girls' Academy,1185,E5 0RB,535150,185780,,,,,,,,,,,,,,,
137925,The Douay Martyrs Catholic School,1297,UB10 8QY,507926,185611,,,,,,,,,,,,,,,
136711,Queensmead School,1476,HA4 0LS,511763,185530,,,,,,,,,,,,,,,
137635,Vyners School,1136,UB10 8AB,506711,185521,,,,,,,,,,,,,,,
137312,St Bernard's High School,880,SS0 7JS,587246,185508,,,,,,,,,,,,,,,
143274,Forest Gate Community School,1080,E7 9BB,540379,185369,,,,,,,,,,,,,,,
137733,Shoeburyness High School,1770,SS3 9LL,592621,185207,,,,,,,,,,,,,,,
136980,St Joseph's Catholic College,1340,SN3 3LR,416482,185122,,,,,,,,,,,,,,,
142644,Sarah Bonnell School,1200,E15 4LP,539346,184654,,,,,,,,,,,,,,,
137684,The Dorcan Academy,1234,SN3 5DA,418793,184626,,,,,,,,,,,,,,,
136854,Ortu Gable Hall School,1296,SS17 8JT,569988,184440,,,,,,,,,,,,,,,
136978,Stratford School Academy,1500,E7 9PR,540427,184397,,,,,,,,,,,,,,,
137264,Lydiard Park Academy,1370,SN5 6HN,410778,184358,,,,,,,,,,,,,,,
136576,The Brittons Academy,1150,RM13 7BB,551859,184206,,,,,,,,,,,,,,,
138610,Alperton Community School,1476,HA0 4JE,518492,184101,,,,,,,,,,,,,,,
140308,The Cornelius Vermuyden School,900,SS8 9QS,578332,183944,,,,,,,,,,,,,,,
138609,Queens Park Community School,1250,NW6 7BQ,523635,183910,,,,,,,,,,,,,,,
137994,Convent of Jesus and Mary Language College,1044,NW10 4EP,521701,183616,,,,,,,,,,,,,,,
137190,The Commonweal School,1400,SN1 4JE,414807,183381,,,,,,,,,,,,,,,
136911,Royal Wootton Bassett Academy,1611,SN4 7HG,406853,183247,,,,,,,,,,,,,,,
136631,Swakeleys School for Girls,1174,UB10 0EJ,507941,183191,,,,,,,,,,,,,,,
139369,St George's Catholic School,750,W9 1RB,525795,183125,,,,,,,,,,,,,,,
136768,Uxbridge High School,1298,UB8 2PR,506018,183113,,,,,,,,,,,,,,,
143327,Beechwood School,905,SL2 1QE,495692,182870,,,,,,,,,,,,,,,
137789,Mulberry Academy Shoreditch,1100,E2 6NW,534008,182708,,,,,,,,,,,,,,,
137740,Furze Platt Senior School,1187,SL6 7NQ,487440,182646,,,,,,,,,,,,,,,
137633,Bishopshalt School,1311,UB8 3RF,506940,182635,,,,,,,,,,,,,,,
137844,Barnhill Community High School,1422,UB4 9LE,511160,182493,,,,,,,,,,,,,,,
136669,Brampton Manor Academy,2046,E6 3SQ,541769,182383,,,,,,,,,,,,,,,
137564,Burnham Grammar School,1078,SL1 7HG,493590,182359,,,,,,,,,,,,,,,
137078,Hewens College,750,UB4 8JP,508346,182206,,,,,,,,,,,,,,,
137353,The St Marylebone CofE School,1080,W1U 5BA,528296,181984,,,,,,,,,,,,,,,
137976,Langtree School,591,RG8 0RA,464725,181974,,,,,,,,,,,,,,,
137456,St Clere's School,1075,SS17 0NW,567991,181846,,,,,,,,,,,,,,,
144700,Stepney Green Mathematics and Computing College,1215,E1 4SD,535898,181752,,,,,,,,,,,,,,,
137259,Baylis Court School,950,SL1 3AH,496659,181634,,,,,,,,,,,,,,,
137077,Rosedale College,1660,UB3 2SE,509083,181288,,,,,,,,,,,,,,,
143629,Mulberry School for Girls,1400,E1 2JP,534736,181259,,,,,,,,,,,,,,,
137921,Gillotts School,900,RG9 1PS,474927,181205,,,,,,,,,,,,,,,
137160,The Ridgeway School & Sixth Form College,1450,SN4 9DJ,414532,181173,,,,,,,,,,,,,,,
145348,Dormers Wells High School,1400,UB1 3HZ,513408,181163,,,,,,,,,,,,,,,
142357,Newlands Girls' School,1157,SL6 5JB,486268,181116,,,,,,,,,,,,,,,
137726,Herschel Grammar School,900,SL1 3BW,496450,181013,,,,,,,,,,,,,,,
143803,St Joseph's Catholic High School,800,SL2 5HW,498170,180992,,,,,,,,,,,,,,,
137221,Drayton Manor High School,1582,W7 1EU,515577,180978,,,,,,,,,,,,,,,
137214,William Edwards School,1200,RM16 3NJ,562008,180873,,,,,,,,,,,,,,,
138342,Altwood CofE Secondary School,845,SL6 4PU,486779,180447,,,,,,,,,,,,,,,
141163,Woolwich Polytechnic School,1349,SE28 8AT,546432,180397,,,,,,,,,,,,,,,
138012,The Westgate School,1040,SL1 5AH,495274,180393,,,,,,,,,,,,,,,
137546,Twyford Church of England High School,1372,W3 9PP,519635,180375,,,,,,,,,,,,,,,
140134,Holland Park School,1430,W8 7AF,524948,179954,,,,,,,,,,,,,,,
141931,The Cardinal Vaughan Memorial RC School,922,W14 8BZ,524213,179844,,,,,,,,,,,,,,,
138961,St Michael's Catholic College,750,SE16 4UN,534205,179715,,,,,,,,,,,,,,,
137695,Cox Green School,1082,SL6 3AX,486376,179567,,,,,,,,,,,,,,,
137287,Slough and Eton Church of England Business and Enterprise College,1160,SL1 2PU,497004,179322,,,,,,,,,,,,,,,
136420,Upton Court Grammar School,1115,SL3 7PR,498744,179318,,,,,,,,,,,,,,,
138312,Westminster City School,890,SW1E 5HJ,529272,179311,,,,,,,,,,,,,,,
138313,The Grey Coat Hospital,1082,SW1P 2DY,529594,179104,,,,,,,,,,,,,,,
137729,Featherstone High School,1627,UB2 5HF,512061,179053,,,,,,,,,,,,,,,
136521,Langley Grammar School,1070,SL3 7QS,500570,178781,,,,,,,,,,,,,,,
137935,Sacred Heart High School,793,W6 7DG,523435,178678,,,,,,,,,,,,,,,
137627,St Bede's Catholic College,1042,BS11 0SU,354530,178652,,,,,,,,,,,,,,,
136538,"Trinity Church of England School, Belvedere",900,DA17 6HT,550151,178565,,,,,,,,,,,,,,,
137549,Harris Academy Chafford Hundred,1200,RM16 6SA,559297,178393,,,,,,,,,,,,,,,
136522,Cranford Community College,1380,TW5 9PD,510734,177722,,,,,,,,,,,,,,,
139095,Brentford School for Girls,949,TW8 0PG,517692,177626,,,,,,,,,,,,,,,
137157,The London Oratory School,1101,SW6 1RX,525516,177432,,,,,,,,,,,,,,,
138924,Heston Community School,1395,TW5 0QR,513320,177368,,,,,,,,,,,,,,,
139365,Fulham Cross Girls' School and Language College,634,SW6 6BP,524106,177335,,,,,,,,,,,,,,,
137907,Chiswick School,1300,W4 3UN,520934,177319,,,,,,,,,,,,,,,
139345,Downend School,1425,BS16 6XA,365839,177156,,,,,,,,,,,,,,,
137940,Isleworth and Syon School for Boys,979,TW7 5LJ,515270,177040,,,,,,,,,,,,,,,
139364,Fulham College Boys' School,765,SW6 6SN,524042,176935,,,,,,,,,,,,,,,
139989,The Green School for Girls,940,TW7 5BB,516420,176903,,,,,,,,,,,,,,,
141844,The Windsor Boys' School,990,SL4 5EH,495853,176888,,,,,,,,,,,,,,,
138960,Sacred Heart Catholic School,750,SE5 0RP,532238,176847,,,,,,,,,,,,,,,
136450,Platanos College,1000,SW9 0AL,530694,176630,,,,,,,,,,,,,,,
136341,Lampton Academy,1500,TW3 4EP,513439,176624,,,,,,,,,,,,,,,
138607,Lady Margaret School,538,SW6 4UN,525134,176562,,,,,,,,,,,,,,,
142791,Dedworth Middle School,480,SL4 5PE,494194,176509,,,,,,,,,,,,,,,
136720,Welling School,1850,DA16 1LB,546941,176454,,,,,,,,,,,,,,,
136307,Highdown School and Sixth Form Centre,1440,RG4 8LR,471232,176358,,,,,,,,,,,,,,,
137928,"Gumley House RC Convent School, FCJ",1220,TW7 6XF,516073,175779,,,,,,,,,,,,,,,
141852,Windsor Girls' School,733,SL4 3RT,495294,175649,,,,,,,,,,,,,,,
137995,St Mark's Catholic School,1215,TW3 3EJ,513010,175635,,,,,,,,,,,,,,,
136856,Gordano School,1940,BS20 7QR,346614,175415,,,,,,,,,,,,,,,
143390,Trevelyan Middle School,600,SL4 3LL,496279,175403,,,,,,,,,,,,,,,
141705,Fairfield High School,1080,BS7 9NL,360297,175316,,,,,,,,,,,,,,,
142853,St Katherine's School,1001,BS20 0HU,353037,175169,,,,,,,,,,,,,,,
136369,Bexley Grammar School,1634,DA16 2BL,546489,175163,,,,,,,,,,,,,,,
137777,Denefield School,1137,RG31 6XY,465665,175151,,,,,,,,,,,,,,,
138855,Redland Green School,1485,BS6 7EH,358162,175042,,,,,,,,,,,,,,,
137681,St Catherine's Catholic School,1050,DA6 7QJ,549953,175009,,,,,,,,,,,,,,,
136298,The Charter School North Dulwich,1130,SE24 9JH,532849,174779,,,,,,,,,,,,,,,
138650,St Columba's Catholic Boys' School,900,DA6 7QB,549876,174751,,,,,,,,,,,,,,,
136296,Hardenhuish School,1678,SN14 6RJ,390942,174658,,,,,,,,,,,,,,,
141309,Stationers' Crown Woods Academy,1800,SE9 2PT,544337,174636,,,,,,,,,,,,,,,
142166,Waingels,1331,RG5 4RF,477240,174577,,,,,,,,,,,,,,,
137769,Townley Grammar School,1550,DA6 7AB,548781,174532,,,,,,,,,,,,,,,
138681,Ark Putney Academy,1200,SW15 3DG,523386,174365,,,,,,,,,,,,,,,
137965,Blackfen School for Girls,1500,DA15 9NU,546868,174297,,,,,,,,,,,,,,,
136632,Sheldon School,1800,SN14 6HJ,390788,174252,,,,,,,,,,,,,,,
141716,St Thomas More Catholic Comprehensive School,624,SE9 2SU,543353,174161,,,,,,,,,,,,,,,
136334,Beths Grammar School,1220,DA5 1NE,549557,174146,,,,,,,,,,,,,,,
136359,Dartford Grammar School,1550,DA1 2HW,553364,174104,,,,,,,,,,,,,,,
137440,Cotham School,1480,BS6 6DT,358273,174016,,,,,,,,,,,,,,,
144100,Dartford Grammar School for Girls,1059,DA1 2NT,553265,173905,,,,,,,,,,,,,,,
137009,Rivers Academy West London,1300,TW14 9PE,509821,173842,,,,,,,,,,,,,,,
138651,Orleans Park School,1260,TW1 3BB,516818,173617,,,,,,,,,,,,,,,
137099,Gravesend Grammar School,1032,DA12 2PR,565789,173594,,,,,,,,,,,,,,,
141808,Saint Cecilia's Church of England School,1000,SW18 5JR,524589,173511,,,,,,,,,,,,,,,
137834,"Mayfield Grammar School, Gravesend",993,DA11 0JE,564094,173489,,,,,,,,,,,,,,,
137966,St Martin in the Fields High School for Girls,928,SW2 3UP,531466,173379,,,,,,,,,,,,,,,
136883,Chestnut Grove School,1100,SW12 8JZ,528283,173354,,,,,,,,,,,,,,,
138682,Southfields Academy,1645,SW18 5JU,525391,173342,,,,,,,,,,,,,,,
137368,Hurstmere School,1065,DA15 9AW,547061,173167,,,,,,,,,,,,,,,
136448,Kendrick School,760,RG1 5BN,472062,172974,,,,,,,,,,,,,,,
137618,Springwest Academy,1351,TW13 7EF,511218,172870,,,,,,,,,,,,,,,
137423,Chislehurst and Sidcup Grammar School,1344,DA15 9AG,546606,172862,,,,,,,,,,,,,,,
144309,The Elmgreen School,1100,SE27 9BZ,531889,172768,,,,,,,,,,,,,,,
136449,Reading School,887,RG1 5LW,472757,172673,,,,,,,,,,,,,,,
139842,Burntwood School,1740,SW17 0AQ,526616,172577,,,,,,,,,,,,,,,
136876,Prospect School,1700,RG30 4EX,468327,172547,,,,,,,,,,,,,,,
137250,Wilmington Grammar School for Girls,1050,DA2 7BB,552565,172488,,,,,,,,,,,,,,,
138825,Grey Court School,1398,TW10 7HN,517406,172452,,,,,,,,,,,,,,,
138461,Waldegrave School,1246,TW2 5LH,514710,172450,,,,,,,,,,,,,,,
137884,Clevedon School,1400,BS21 6AH,341531,172297,,,,,,,,,,,,,,,
136832,Thomas Knyvett College,1058,TW15 3DU,506324,172274,,,,,,,,,,,,,,,
137227,Wilmington Grammar School for Boys,848,DA2 7DA,552660,172195,,,,,,,,,,,,,,,
136309,Kingsdale Foundation School,1250,SE21 8SQ,533216,172108,,,,,,,,,,,,,,,
138686,Cleeve Park School,1200,DA14 4JN,547451,172108,,,,,,,,,,,,,,,
136637,Maiden Erlegh School,1788,RG6 7HS,474849,171491,,,,,,,,,,,,,,,
136615,The Tiffin Girls' School,1001,KT2 5PL,518089,170985,,,,,,,,,,,,,,,
137005,Graveney School,2160,SW17 9BU,528592,170936,,,,,,,,,,,,,,,
136467,Chislehurst School for Girls,1344,BR7 6HE,545368,170915,,,,,,,,,,,,,,,
137116,The Magna Carta School,1275,TW18 3HJ,502875,170901,,,,,,,,,,,,,,,
139853,The Forest School,1164,RG41 5NE,478138,170889,,,,,,,,,,,,,,,
138765,The Matthew Arnold School,980,TW18 1PF,505238,170804,,,,,,,,,,,,,,,
138221,St Joseph's College,1095,SE19 3HL,531693,170757,,,,,,,,,,,,,,,
138460,Teddington School,1350,TW11 9PJ,517446,170646,,,,,,,,,,,,,,,
137650,Kingsbury Green Academy,1340,SN11 8YH,399708,170524,,,,,,,,,,,,,,,
137379,Harris Girls Academy Bromley,1320,BR3 1QR,536308,170396,,,,,,,,,,,,,,,
138466,Nailsea School,1300,BS48 2HN,347475,170384,,,,,,,,,,,,,,,
136281,Kemnal Technology College,1400,DA14 5AA,546848,170207,,,,,,,,,,,,,,,
136611,The Corsham School,1536,SN13 9DF,386724,170180,,,,,,,,,,,,,,,
136571,Hartsdown Academy,1175,CT9 5RE,634567,169921,,,,,,,,,,,,,,,
136709,Bullers Wood School,1536,BR7 5LJ,542533,169755,,,,,,,,,,,,,,,
137754,Norbury Manor Business and Enterprise College for Girls,1433,CR7 8BT,531181,169684,,,,,,,,,,,,,,,
136464,Coopers School,1629,BR7 5PS,544319,169675,,,,,,,,,,,,,,,
136529,Sunbury Manor School,1350,TW16 6LF,509903,169598,,,,,,,,,,,,,,,
141628,Ursuline College,763,CT8 8LX,631675,169531,,,,,,,,,,,,,,,
136584,King Ethelbert School,750,CT7 9BL,631297,169465,,,,,,,,,,,,,,,
136910,Tiffin School,1048,KT2 6RL,518627,169465,,,,,,,,,,,,,,,
138204,Bedminster Down School,1080,BS13 7DQ,356952,169373,,,,,,,,,,,,,,,
137848,Coombe Girls' School,1528,KT3 3TU,520889,169344,,,,,,,,,,,,,,,
136880,The Holt School,1320,RG41 1EE,480594,169256,,,,,,,,,,,,,,,
138491,The Bishop Wand Church of England School,1005,TW16 6LT,509575,169133,,,,,,,,,,,,,,,
136722,Backwell School,1728,BS48 3BX,348692,168840,,,,,,,,,,,,,,,
137267,Ranelagh School,1010,RG12 9DA,487301,168759,,,,,,,,,,,,,,,
145286,St Crispin's School,1138,RG40 1SS,481996,168647,,,,,,,,,,,,,,,
136304,Orchards Academy,828,BR8 7TE,551053,168589,,,,,,,,,,,,,,,
138623,St John's Marlborough,1620,SN8 4AX,418984,168509,,,,,,,,,,,,,,,
138525,Trinity School,1040,RG14 2DU,447496,168458,,,,,,,,,,,,,,,
136540,The Ravensbourne School,1330,BR2 9EH,540682,168046,,,,,,,,,,,,,,,
137523,Wellsway School,1386,BS31 1PH,366181,168019,,,,,,,,,,,,,,,
136585,Dane Court Grammar School,1154,CT10 2RT,638084,167977,,,,,,,,,,,,,,,
138459,The Holy Cross School,827,KT3 5AR,521026,167976,,,,,,,,,,,,,,,
137678,The Hollyfield School and Sixth Form Centre,1052,KT6 4TU,518430,167792,,,,,,,,,,,,,,,
137859,Coombe Boys' School,857,KT3 6NU,522052,167718,,,,,,,,,,,,,,,
136337,Fort Pitt Grammar School,800,ME4 6TJ,575049,167596,,,,,,,,,,,,,,,
136586,Langley Park School for Boys,1676,BR3 3BP,537798,167371,,,,,,,,,,,,,,,
137006,Langley Park School for Girls,1642,BR3 3BE,538021,167339,,,,,,,,,,,,,,,
137237,Thamesmead School,1007,TW17 9EE,508486,167240,,,,,,,,,,,,,,,
136647,Kennet School,1881,RG19 4LL,452361,167235,,,,,,,,,,,,,,,
136465,Herne Bay High School,1494,CT6 7NS,616784,167105,,,,,,,,,,,,,,,
137389,Chatham Grammar School for Girls,976,ME5 7EH,577460,166933,,,,,,,,,,,,,,,
138823,Charters School,1599,SL5 9QY,493914,166793,,,,,,,,,,,,,,,
136864,Rainham Mark Grammar School,1242,ME8 7AJ,580729,166755,,,,,,,,,,,,,,,
136466,Bishop Justus CofE School,1198,BR2 8HZ,542300,166663,,,,,,,,,,,,,,,
136313,The Rochester Grammar School,1110,ME1 3BY,574171,166566,,,,,,,,,,,,,,,
137299,Richard Challoner School,966,KT3 5PE,520779,166528,,,,,,,,,,,,,,,
136662,Sir Joseph Williamson's Mathematical School,1199,ME1 3EL,574020,166430,,,,,,,,,,,,,,,
136914,Glenthorne High School,1559,SM3 9PS,525279,166203,,,,,,,,,,,,,,,
137465,St Bartholomew's School,1710,RG14 6JP,446597,166128,,,,,,,,,,,,,,,
136483,Oldfield School,1320,BA1 9AB,371937,166086,,,,,,,,,,,,,,,
136594,Holcombe Grammar School,1000,ME4 6JB,575486,166035,,,,,,,,,,,,,,,
141466,The Howard School,1725,ME8 0BX,580562,165928,,,,,,,,,,,,,,,
136799,Carshalton Boys Sports College,1197,SM5 1RW,527120,165871,,,,,,,,,,,,,,,
136644,Hayes School,1602,BR2 7DB,540620,165814,,,,,,,,,,,,,,,
143367,"Salesian School, Chertsey",1410,KT16 9LU,503187,165789,,,,,,,,,,,,,,,
136456,Rainham School for Girls,1558,ME8 0BX,580560,165785,,,,,,,,,,,,,,,
137376,The Thomas Aveling School,1080,ME1 2UW,574327,165761,,,,,,,,,,,,,,,
144354,The Whitstable School,1220,CT5 1PX,611643,165739,,,,,,,,,,,,,,,
136800,Greenshaw High School,1970,SM1 3DY,526548,165719,,,,,,,,,,,,,,,
137855,Hinchley Wood School,1113,KT10 0AQ,516190,165715,,,,,,,,,,,,,,,
137917,Southborough High School,915,KT6 5AS,518286,165452,,,,,,,,,,,,,,,
136517,Ravens Wood School,1439,BR2 8HP,541797,165342,,,,,,,,,,,,,,,
137060,Tolworth Girls' School and Sixth Form,1477,KT6 7EY,518716,165335,,,,,,,,,,,,,,,
140650,Esher Church of England High School,1050,KT10 8AP,513471,165285,,,,,,,,,,,,,,,
136382,Chatham & Clarendon Grammar School,1600,CT11 7PS,638046,165251,,,,,,,,,,,,,,,
137772,Shirley High School Performing Arts College,1105,CR0 5EF,535883,165190,,,,,,,,,,,,,,,
136551,Newstead Wood School,955,BR6 9SA,544472,165153,,,,,,,,,,,,,,,
136797,Carshalton High School for Girls,1197,SM5 2QX,527532,164987,,,,,,,,,,,,,,,
136798,Wallington County Grammar School,1100,SM6 7PH,528934,164954,,,,,,,,,,,,,,,
136355,Darrick Wood School,1825,BR6 8ER,543802,164935,,,,,,,,,,,,,,,
136733,Park House School,1295,RG14 6NQ,445992,164723,,,,,,,,,,,,,,,
136785,Cheam High School,1980,SM3 8PW,524151,164535,,,,,,,,,,,,,,,
136787,Sutton Grammar School,840,SM1 4AS,526120,164447,,,,,,,,,,,,,,,
137630,Walderslade Girls' School,949,ME5 0LE,576003,164384,,,,,,,,,,,,,,,
138046,Greenacre Academy,956,ME5 0LP,575982,164283,,,,,,,,,,,,,,,
136966,Hayesfield Girls School,1226,BA2 3LA,374213,164205,,,,,,,,,,,,,,,
137595,Epsom and Ewell High School,1200,KT19 9JW,520266,164082,,,,,,,,,,,,,,,
142314,Heathside School,1139,KT13 8UZ,506947,163962,,,,,,,,,,,,,,,
136286,Westlands School,1604,ME10 1PF,588904,163864,,,,,,,,,,,,,,,
136621,Wilson's School,1327,SM6 9JW,530432,163861,,,,,,,,,,,,,,,
137800,Borden Grammar School,802,ME10 4DB,590580,163359,,,,,,,,,,,,,,,
145244,Edgbarrow School,1020,RG45 7HZ,484078,163348,,,,,,,,,,,,,,,
136795,Nonsuch High School for Girls,1283,SM3 8AB,523770,163313,,,,,,,,,,,,,,,
137300,Priory Community School,1200,BS22 6BP,336749,163206,,,,,,,,,,,,,,,
136756,Overton Grange School,1330,SM2 6TQ,525710,163007,,,,,,,,,,,,,,,
136305,Highsted Grammar School,830,ME10 4PT,590779,162957,,,,,,,,,,,,,,,
136324,Fulston Manor School,1104,ME10 4EG,590750,162857,,,,,,,,,,,,,,,
138522,Ralph Allen School,1110,BA2 7AD,377183,162765,,,,,,,,,,,,,,,
136789,Wallington High School for Girls,1460,SM6 0PH,529016,162617,,,,,,,,,,,,,,,
145482,Chew Valley School,1253,BS40 8QB,356732,162342,,,,,,,,,,,,,,,
137906,Blenheim High School,1500,KT19 9BH,520979,162124,,,,,,,,,,,,,,,
136828,Collingwood College,2176,GU15 4AE,489120,161958,,,,,,,,,,,,,,,
136534,Glyn School,1680,KT17 1NB,521578,161920,,,,,,,,,,,,,,,
136570,Queen Elizabeth's Grammar School,1000,ME13 7BQ,601923,161598,,,,,,,,,,,,,,,
137003,Fullbrook School,1588,KT15 3HW,504130,161562,,,,,,,,,,,,,,,
