URN,EstablishmentName,SchoolCapacity,Postcode,Easting,Northing,,,,,,,,,,,,,,,
145866,Bolder Academy,1260,TW7 5AJ,515910,176555,,,,,,,,,,,,,,,
142178,The Charter School East Dulwich,1680,SE22 8RB,533355,175066,,,,,,,,,,,,,,,
142905,South Bank Engineering UTC,600,SW2 1QS,530745,174738,,,,,,,,,,,,,,,
143022,The Richmond upon Thames School,750,TW2 7SL,515378,173822,,,,,,,,,,,,,,,
142781,Logic Studio School,300,TW13 7EF,511218,172870,,,,,,,,,,,,,,,
146648,Waterfront UTC,600,ME4 4FQ,577382,169573,,,,,,,,,,,,,,,
145868,Bullers Wood School for Boys,900,BR1 2NW,541946,169234,,,,,,,,,,,,,,,
144465,Eden Park High School,1680,BR3 3RD,536514,167959,,,,,,,,,,,,,,,
144741,Chertsey High School,900,KT15 2EP,504923,165952,,,,,,,,,,,,,,,
145875,Coombe Wood School,1360,CR2 7HY,534084,164441,,,,,,,,,,,,,,,
143706,Harris Academy Sutton,1275,SM2 5RD,525922,162448,,,,,,,,,,,,,,,
143846,Meridian High School,960,CR0 0AH,539321,161259,,,,,,,,,,,,,,,
145898,Merstham Park School,900,RH1 3PU,529740,152556,,,,,,,,,,,,,,,
141217,St Edmund's Catholic School,540,CT16 2QB,631515,142620,,,,,,,,,,,,,,,
145923,Turner Free School,1260,CT19 4PB,620593,137066,,,,,,,,,,,,,,,
146567,Atlantic Academy,500,EX39 5DW,235687,122823,,,,,,,,,,,,,,,
146284,Oasis Academy Sholing,1050,SO19 8PH,445092,111932,,,,,,,,,,,,,,,
143430,UTC Portsmouth,600,PO2 9DU,465550,103840,,,,,,,,,,,,,,,
144760,Scott Medical and Healthcare College,375,PL3 4BD,246591,55723,,,,,,,,,,,,,,,
146560,UTC Plymouth,650,PL1 4RL,245406,55353,,,,,,,,,,,,,,,
144601,Ashington Academy,1250,NE63 8DH,426884,587135,,,,,,,,,,,,,,,
135886,NCEA Duke's Secondary School,1150,NE63 9FZ,429030,586972,,,,,,,,,,,,,,,
144977,Bedlington Academy,850,NE22 7DS,427915,582716,,,,,,,,,,,,,,,
140002,The Blyth Academy,1100,NE24 4JP,428941,581126,,,,,,,,,,,,,,,
144279,North Gosforth Academy,600,NE13 6EJ,424404,573819,,,,,,,,,,,,,,,
146752,Jesmond Park Academy,1990,NE7 7DP,426403,566700,,,,,,,,,,,,,,,
140965,Studio West,350,NE5 2SZ,419387,566657,,,,,,,,,,,,,,,
141185,Thorp Academy,1511,NE40 3AH,414507,564201,,,,,,,,,,,,,,,
145490,Heworth Grange School,1361,NE10 0PT,428803,561533,,,,,,,,,,,,,,,
135878,Red House Academy,600,SR5 5LN,437186,559541,,,,,,,,,,,,,,,
135818,Castle View Enterprise Academy,810,SR5 3DX,435559,558325,,,,,,,,,,,,,,,
135621,Richard Rose Central Academy,1450,CA1 1LY,340881,556068,,,,,,,,,,,,,,,
144990,Thornhill Academy,1050,SR2 7NA,439078,556011,,,,,,,,,,,,,,,
141986,Sandhill View Academy,900,SR3 4EN,436708,554940,,,,,,,,,,,,,,,
135620,Richard Rose Morton Academy,1150,CA2 6LB,337708,554487,,,,,,,,,,,,,,,
136745,North Durham Academy,1700,DH9 0TW,419948,553021,,,,,,,,,,,,,,,
137638,Consett Academy,1700,DH8 6LZ,411098,551472,,,,,,,,,,,,,,,
139405,Dyke House Sports and Technology College,1360,TS24 8NQ,450512,533714,,,,,,,,,,,,,,,
145564,Whitworth Park Academy,1350,DL16 7LN,424973,533376,,,,,,,,,,,,,,,
141686,Manor Community Academy,1250,TS25 3PS,449048,529391,,,,,,,,,,,,,,,
141499,Workington Academy,1050,CA14 4EB,301171,528476,,,,,,,,,,,,,,,
140600,Energy Coast UTC,560,CA14 4JW,301917,525587,,,,,,,,,,,,,,,
139656,St Michael's Catholic Academy,840,TS23 3DX,447217,524520,,,,,,,,,,,,,,,
144027,Rye Hills Academy,1258,TS10 2HN,460974,523578,,,,,,,,,,,,,,,
141399,Outwood Academy Bydales,800,TS11 6AR,463250,522773,,,,,,,,,,,,,,,
143146,Outwood Academy Bishopsgarth,602,TS19 8TF,441165,520859,,,,,,,,,,,,,,,
136146,North Shore Academy,1050,TS20 2AY,444838,520296,,,,,,,,,,,,,,,
141370,Our Lady & St. Bede Catholic Academy,750,TS19 0QH,442362,519737,,,,,,,,,,,,,,,
139673,The Grangefield Academy,1050,TS18 4LE,442683,519247,,,,,,,,,,,,,,,
130908,Macmillan Academy,1650,TS5 4AG,447694,519237,,,,,,,,,,,,,,,
141369,Ian Ramsey Church of England Academy,1185,TS19 7AJ,442073,518615,,,,,,,,,,,,,,,
133768,Unity City Academy,1200,TS3 8RE,451986,518197,,,,,,,,,,,,,,,
139823,Outwood Academy Acklam,1350,TS5 7JY,448906,516718,,,,,,,,,,,,,,,
147724,Laurence Jackson School,1250,TS14 6RD,461879,516623,,,,,,,,,,,,,,,
135314,St Aidan's Church of England Academy,700,DL1 1LL,430353,514603,,,,,,,,,,,,,,,
134223,The King's Academy,250,TS8 0GA,450467,514591,,,,,,,,,,,,,,,
140949,Ingleby Manor Free School & Sixth Form,750,TS17 0FA,445196,512869,,,,,,,,,,,,,,,
135632,West Lakes Academy,1150,CA22 2DQ,301019,510967,,,,,,,,,,,,,,,
146969,Northallerton School & Sixth Form College,2113,DL6 1DD,437144,493528,,,,,,,,,,,,,,,
146769,Graham School,1299,YO12 6QW,501563,488226,,,,,,,,,,,,,,,
146819,George Pindar School,939,YO11 3LW,504784,483731,,,,,,,,,,,,,,,
142061,EBOR Academy Filey,855,YO14 0HG,510791,480109,,,,,,,,,,,,,,,
135940,Furness Academy,1200,LA13 9BB,320952,469650,,,,,,,,,,,,,,,
144976,Outwood Academy Easingwold,1378,YO61 3EF,453042,469206,,,,,,,,,,,,,,,
141041,Walney School,900,LA14 3JT,317807,468386,,,,,,,,,,,,,,,
147115,Morecambe Bay Academy,1539,LA4 5BG,344461,464727,,,,,,,,,,,,,,,
144646,Bay Leadership Academy,1276,LA3 1AB,342594,463018,,,,,,,,,,,,,,,
143854,Driffield School and Sixth Form,1992,YO25 5HR,503257,458161,,,,,,,,,,,,,,,
143864,Vale of York Academy,905,YO30 6ZS,459079,453721,,,,,,,,,,,,,,,
141179,The Skipton Academy,835,BD23 1UQ,397676,451852,,,,,,,,,,,,,,,
144652,York High School,991,YO24 3WZ,457213,450630,,,,,,,,,,,,,,,
136198,University Academy Keighley,900,BD20 6EB,405489,442660,,,,,,,,,,,,,,,
139773,Leeds Jewish Free School,175,LS17 7TN,430072,439816,,,,,,,,,,,,,,,
143112,Beckfoot Oakbank,1800,BD22 7DU,404911,439811,,,,,,,,,,,,,,,
139130,Colne Primet Academy,950,BB8 8JF,387719,439221,,,,,,,,,,,,,,,
141132,Blackpool Aspire Academy,900,FY3 7LS,333285,438338,,,,,,,,,,,,,,,
142031,Beckfoot Upper Heaton,727,BD9 6AL,412551,435819,,,,,,,,,,,,,,,
139646,Leeds City Academy,850,LS6 2LG,429160,435791,,,,,,,,,,,,,,,
136826,Leeds East Academy,1100,LS14 6TY,435526,435604,,,,,,,,,,,,,,,
139282,John Smeaton Academy,1100,LS15 8TA,437252,435489,,,,,,,,,,,,,,,
135935,Leeds West Academy,1200,LS13 1DQ,422850,435373,,,,,,,,,,,,,,,
139995,Oasis Academy Lister Park,1040,BD8 7ND,415553,435367,,,,,,,,,,,,,,,
139118,Kingswood Academy,900,HU7 4WR,510344,434861,,,,,,,,,,,,,,,
139474,One In A Million Free School,375,BD8 7DX,415875,434339,,,,,,,,,,,,,,,
137065,Co-op Academy Leeds,1050,LS9 7HD,431648,434171,,,,,,,,,,,,,,,
140021,South Shore Academy,985,FY4 2AR,331418,433806,,,,,,,,,,,,,,,
142681,Laisterdyke Leadership Academy,1289,BD3 8HE,418898,433378,,,,,,,,,,,,,,,
147204,"Eden Boys' Leadership Academy, Bradford",800,BD3 8DF,418775,433341,,,,,,,,,,,,,,,
138246,Sirius Academy North,1250,HU6 9BP,507867,433331,,,,,,,,,,,,,,,
141028,Burnley High School,650,BB12 6NX,380780,433277,,,,,,,,,,,,,,,
142469,Highfield Leadership Academy,1200,FY4 3JZ,332291,432885,,,,,,,,,,,,,,,
140565,The Ruth Gorse Academy,1250,LS10 1HW,430709,432840,,,,,,,,,,,,,,,
143114,Beckfoot Thornton,1580,BD13 3BH,411847,432804,,,,,,,,,,,,,,,
137277,Dixons Kings Academy,800,BD7 2AN,414039,432737,,,,,,,,,,,,,,,
135936,Fulwood Academy,1000,PR2 9YR,352690,432551,,,,,,,,,,,,,,,
141002,Dixons McMillan Academy,720,BD5 0JD,415595,432301,,,,,,,,,,,,,,,
138251,Dixons Trinity Academy,720,BD5 0BE,415807,432243,,,,,,,,,,,,,,,
147067,Bronte Girls' Academy,600,BD4 7EB,416850,432200,,,,,,,,,,,,,,,
137577,The Farnley Academy,1250,LS12 5EU,425137,431969,,,,,,,,,,,,,,,
142391,The Marvell College,1200,HU9 4EE,514768,431927,,,,,,,,,,,,,,,
130909,Dixons City Academy,1085,BD5 7RR,416098,431611,,,,,,,,,,,,,,,
140429,Bradford Forster Academy,1050,BD4 8RG,418253,431516,,,,,,,,,,,,,,,
143138,Brayton Academy,1208,YO8 9QS,460481,431271,,,,,,,,,,,,,,,
144356,The Hyndburn Academy,675,BB1 4ED,372446,430630,,,,,,,,,,,,,,,
135598,Archbishop Sentamu Academy,1550,HU9 5YB,513462,430512,,,,,,,,,,,,,,,
142088,Pleckgate High School,1350,BB1 8QA,367911,430283,,,,,,,,,,,,,,,
142825,Buttershaw Business & Enterprise College Academy,1610,BD6 3PX,413758,429909,,,,,,,,,,,,,,,
145722,Holderness Academy and Sixth Form College,1390,HU12 8UZ,519052,429895,,,,,,,,,,,,,,,
143113,Queensbury Academy,1371,BD13 2AS,410212,429884,,,,,,,,,,,,,,,
142761,Tong Leadership Academy,1610,BD4 6NR,420272,429750,,,,,,,,,,,,,,,
135649,Accrington Academy,1150,BB5 4FF,375520,429531,,,,,,,,,,,,,,,
141971,"Eden Boys' School, Preston",800,PR1 4BD,354951,429490,,,,,,,,,,,,,,,
136094,"Trinity Academy, Halifax",1800,HX2 9TZ,408255,428545,,,,,,,,,,,,,,,
139395,The Boulevard Academy,600,HU3 3QT,507539,428404,,,,,,,,,,,,,,,
142056,Bruntcliffe Academy,1520,LS27 0LZ,425146,427757,,,,,,,,,,,,,,,
135945,Sirius Academy West,1650,HU4 7JB,505195,427509,,,,,,,,,,,,,,,
138220,Tauheedul Islam Boys' High School,800,BB2 2LD,367849,427424,,,,,,,,,,,,,,,
142406,Upper Batley High School,879,WF17 0BJ,424176,424932,,,,,,,,,,,,,,,
141321,Darwen Vale High School,1200,BB3 0AL,369133,424408,,,,,,,,,,,,,,,
144946,Trinity Academy Sowerby Bridge,1050,HX6 2NW,406122,424146,,,,,,,,,,,,,,,
135961,Outwood Grange Academy,2200,WF1 2PF,432265,423630,,,,,,,,,,,,,,,
143115,Park Lane Academy,600,HX3 9LG,410134,422545,,,,,,,,,,,,,,,
139924,Darwen Aldridge Enterprise Studio,300,BB3 1AF,369012,422319,,,,,,,,,,,,,,,
147018,The Valley Leadership Academy,1050,OL13 0TG,384282,422142,,,,,,,,,,,,,,,
135580,Darwen Aldridge Community Academy,1600,BB3 3HD,369520,422055,,,,,,,,,,,,,,,
139076,Manor Croft Academy,900,WF12 7DW,425485,422021,,,,,,,,,,,,,,,
138593,The Featherstone Academy,600,WF7 5AJ,443553,420112,,,,,,,,,,,,,,,
144618,Stanley High School,750,PR9 9TF,335676,419668,,,,,,,,,,,,,,,
136502,North Huddersfield Trust School,900,HD2 1DJ,415373,418850,,,,,,,,,,,,,,,
135176,Oasis Academy Immingham,1150,DN40 1JU,518249,414588,,,,,,,,,,,,,,,
140660,Colne Valley High School,1435,HD7 5SP,410254,414194,,,,,,,,,,,,,,,
135007,Trinity Academy,1470,DN8 5BY,469388,413529,,,,,,,,,,,,,,,
146282,Burscough Priory Academy,770,L40 7RZ,344131,411947,,,,,,,,,,,,,,,
142130,Engineering UTC Northern Lincolnshire,600,DN15 6TA,489962,411418,,,,,,,,,,,,,,,
135674,The St Lawrence Academy,600,DN15 7DF,488395,411296,,,,,,,,,,,,,,,
146970,Hazel Wood High School,667,BL9 7QT,381943,410813,,,,,,,,,,,,,,,
140959,Eden Boys' School Bolton,800,BL1 3QE,371235,410776,,,,,,,,,,,,,,,
139210,Outwood Academy Carlton,1100,S71 3EW,436622,410296,,,,,,,,,,,,,,,
139211,Outwood Academy Shafton,1500,S72 8RE,439557,410204,,,,,,,,,,,,,,,
139277,Outwood Academy Brumby,860,DN16 1NT,489814,409924,,,,,,,,,,,,,,,
146320,Darton Academy,1200,S75 5EF,430019,409618,,,,,,,,,,,,,,,
147875,Newhouse Academy,1140,OL10 2NT,385727,409539,,,,,,,,,,,,,,,
137066,Ash Hill Academy,1100,DN7 6JH,465679,409152,,,,,,,,,,,,,,,
139059,Melior Community Academy,900,DN17 1HA,488561,409123,,,,,,,,,,,,,,,
135294,Havelock Academy,1100,DN32 8JH,529194,408762,,,,,,,,,,,,,,,
141941,Bolton UTC,600,BL3 5AG,370974,408622,,,,,,,,,,,,,,,
135963,Outwood Academy Adwick,1300,DN6 7SF,453664,408087,,,,,,,,,,,,,,,
146316,E-Act Royton and Crompton Academy,1200,OL2 6NT,393262,407946,,,,,,,,,,,,,,,
135313,St Anne's Church of England Academy,900,M24 6XN,386691,407821,,,,,,,,,,,,,,,
139649,Beacon Academy,500,DN35 9NF,529362,407710,,,,,,,,,,,,,,,
135209,Oasis Academy Wintringham,1100,DN32 0AZ,527381,407559,,,,,,,,,,,,,,,
136192,Cleethorpes Academy,900,DN35 9NX,529996,407464,,,,,,,,,,,,,,,
143848,Unsworth Academy,935,BL9 8LP,382083,407297,,,,,,,,,,,,,,,
136115,The Oldham Academy North,1200,OL2 5BF,391799,407084,,,,,,,,,,,,,,,
147077,King's Leadership Academy Bolton,180,BL3 3LA,370582,406838,,,,,,,,,,,,,,,
135770,Essa Academy,900,BL3 3HH,370519,406744,,,,,,,,,,,,,,,
145723,Oasis Academy Leesbrook,NA,OL9 6DE,392119,405099,,,,,,,,,,,,,,,
136135,Kearsley Academy,950,BL4 8HY,374436,404705,,,,,,,,,,,,,,,
131749,Barnsley Academy,1150,S70 3DL,436336,404565,,,,,,,,,,,,,,,
143907,Netherwood Academy,1600,S73 8FE,440008,403967,,,,,,,,,,,,,,,
136174,Co-op Academy Manchester,1500,M9 0WQ,385396,403616,,,,,,,,,,,,,,,
136027,Oasis Academy Oldham,1500,OL8 4JZ,391519,402991,,,,,,,,,,,,,,,
138233,Atherton High School,450,M46 0AY,367419,402842,,,,,,,,,,,,,,,
146087,The Westleigh School,1050,WN7 5NL,365020,402104,,,,,,,,,,,,,,,
140964,XP School,350,DN4 5NG,458485,402071,,,,,,,,,,,,,,,
144627,Co-op Academy Failsworth,1500,M35 9HA,390349,401127,,,,,,,,,,,,,,,
135508,Great Academy Ashton,1350,OL6 8RF,394629,400949,,,,,,,,,,,,,,,
140979,Kirk Balk Academy,1250,S74 9HX,436621,400659,,,,,,,,,,,,,,,
141338,St Michael's Church of England High School,864,L23 7UL,331464,400646,,,,,,,,,,,,,,,
136105,Manchester Communication Academy,1200,M40 8NT,385777,400602,,,,,,,,,,,,,,,
145848,Wath Academy,1800,S63 7NW,443724,400121,,,,,,,,,,,,,,,
135942,De Warenne Academy,900,DN12 3JY,450597,398820,,,,,,,,,,,,,,,
143141,Swinton Academy,1320,S64 8JW,445130,398693,,,,,,,,,,,,,,,
141694,Litherland High School,1200,L21 0DB,334658,398641,,,,,,,,,,,,,,,
135864,Droylsden Academy,900,M43 6QD,389671,398410,,,,,,,,,,,,,,,
135071,Salford City Academy,750,M30 7PQ,374824,398045,,,,,,,,,,,,,,,
140001,Kirkby High School,1000,L32 9PP,341004,397747,,,,,,,,,,,,,,,
135661,Oasis Academy MediaCityUK,1150,M50 3UQ,381282,397646,,,,,,,,,,,,,,,
136675,Rossington All Saints Academy,950,DN11 0BZ,462024,397255,,,,,,,,,,,,,,,
144622,Rayner Stephens High School,831,SK16 5BL,395370,396965,,,,,,,,,,,,,,,
140553,Rawmarsh Community School,1075,S62 7GA,443349,396775,,,,,,,,,,,,,,,
138260,King's Leadership Academy Hawthornes,600,L20 6AQ,334845,396730,,,,,,,,,,,,,,,
142392,Somercotes Academy,356,LN11 7PN,541950,396569,,,,,,,,,,,,,,,
136421,Hope Academy,1650,WA12 0AQ,358603,396310,,,,,,,,,,,,,,,
141884,Dean Trust Ardwick,1200,M13 0LF,386251,396193,,,,,,,,,,,,,,,
134224,Manchester Academy,1170,M14 4PX,384510,395698,,,,,,,,,,,,,,,
141693,Hillside High School,970,L20 9NU,335340,395078,,,,,,,,,,,,,,,
136409,The De La Salle Academy,750,L11 4SG,339867,394906,,,,,,,,,,,,,,,
138097,Cedar Mount Academy,900,M18 7DT,388465,394875,,,,,,,,,,,,,,,
142042,St Philip Howard Catholic Voluntary Academy,485,SK13 8DR,402942,393906,,,,,,,,,,,,,,,
141196,Levenshulme High School,1002,M19 1FS,387110,393429,,,,,,,,,,,,,,,
142073,Irlam and Cadishead Academy,1050,M44 5ZR,371338,393389,,,,,,,,,,,,,,,
143545,Clifton Community School,1250,S65 2SN,443986,393072,,,,,,,,,,,,,,,
136141,The Sutton Academy,1550,WA9 5AU,351504,392479,,,,,,,,,,,,,,,
143554,"St Mary's Catholic College, A Voluntary Academy",1850,CH45 3LN,329336,392417,,,,,,,,,,,,,,,
131065,North Liverpool Academy,1750,L5 0SQ,335751,392365,,,,,,,,,,,,,,,
138414,Chaucer School,900,S5 8NH,434179,392315,,,,,,,,,,,,,,,
139334,Firth Park Academy,1350,S5 0SD,436934,392249,,,,,,,,,,,,,,,
136042,Maltby Academy,1200,S66 8AB,452674,392174,,,,,,,,,,,,,,,
140412,Lord Derby Academy,1100,L36 6DG,344667,390829,,,,,,,,,,,,,,,
135934,Parkwood E-Act Academy,900,S5 8UL,434324,390770,,,,,,,,,,,,,,,
139196,Beamont Collegiate Academy,900,WA2 8PX,361050,390198,,,,,,,,,,,,,,,
138562,King's Leadership Academy Warrington,840,WA1 4PF,364226,389636,,,,,,,,,,,,,,,
138787,Childwall Sports & Science Academy,900,L15 6XZ,340287,389520,,,,,,,,,,,,,,,
135875,Manchester Health Academy,1170,M23 9BP,380396,389460,,,,,,,,,,,,,,,
135262,Stockport Academy,900,SK3 0UP,387880,389241,,,,,,,,,,,,,,,
140547,Forge Valley School,1350,S6 5HG,432033,389130,,,,,,,,,,,,,,,
139588,Liverpool Life Sciences UTC,800,L1 0BS,335019,389087,,,,,,,,,,,,,,,
139589,The Studio School Liverpool,300,L1 0BS,335019,389087,,,,,,,,,,,,,,,
136411,Birkenhead Park School,750,CH43 4UY,330754,388709,,,,,,,,,,,,,,,
135174,The Belvedere Academy,834,L8 3TF,336447,387971,,,,,,,,,,,,,,,
141392,Newall Green High School,900,M23 2SX,380869,387506,,,,,,,,,,,,,,,
144968,Louth Academy,900,LN11 9AW,533462,387351,,,,,,,,,,,,,,,
137675,"King's Leadership Academy, Liverpool",900,L8 9SJ,336374,387216,,,,,,,,,,,,,,,
135874,Manchester Enterprise Academy,870,M22 9RH,382085,387169,,,,,,,,,,,,,,,
144799,Sir Thomas Boteler Church of England High School,825,WA4 1JL,362457,387131,,,,,,,,,,,,,,,
139695,Utc Sheffield City Centre,600,S1 4QF,435465,386618,,,,,,,,,,,,,,,
131895,Sheffield Park Academy,1050,S2 1SN,438817,386565,,,,,,,,,,,,,,,
140864,Ormiston Chadwick Academy,976,WA8 7HU,349571,386408,,,,,,,,,,,,,,,
140415,Outwood Academy City,1200,S13 8SS,440558,384830,,,,,,,,,,,,,,,
131896,Sheffield Springs Academy,1050,S12 2SF,437896,384649,,,,,,,,,,,,,,,
136119,The Academy of St Nicholas,1080,L19 5NY,340919,384583,,,,,,,,,,,,,,,
146315,Co-op Academy Bebington,1256,CH63 2PS,332543,384485,,,,,,,,,,,,,,,
140821,Newfield Secondary School,1050,S8 9JP,435932,383506,,,,,,,,,,,,,,,
145562,Westfield School,1350,S20 1HQ,443942,382450,,,,,,,,,,,,,,,
137117,Retford Oaks Academy,1295,DN22 7NJ,469560,380951,,,,,,,,,,,,,,,
136185,Ormiston Bolingbroke Academy,1250,WA7 6EP,355351,380494,,,,,,,,,,,,,,,
138247,Outwood Academy Valley,1700,S81 7EN,458145,380333,,,,,,,,,,,,,,,
140813,Cheshire Studio School,300,WA16 0EA,374686,378289,,,,,,,,,,,,,,,
138248,Outwood Academy Portland,1720,S80 2SF,458833,377729,,,,,,,,,,,,,,,
144391,Heritage High School,1019,S43 4QG,448755,375888,,,,,,,,,,,,,,,
137582,The Rudheath Senior Academy,840,CW9 7DT,367832,373359,,,,,,,,,,,,,,,
145052,The Priory Pembroke Academy,600,LN3 4JP,502939,373257,,,,,,,,,,,,,,,
141377,Outwood Academy Newbold,1139,S41 8BA,437714,372942,,,,,,,,,,,,,,,
137064,The Macclesfield Academy,600,SK11 8JR,390892,372852,,,,,,,,,,,,,,,
140950,Lincoln UTC,640,LN2 1PF,497911,371610,,,,,,,,,,,,,,,
135564,The Priory City of Lincoln Academy,950,LN6 0EP,495355,369401,,,,,,,,,,,,,,,
135565,The Priory Academy LSST,1700,LN5 8PW,497178,368891,,,,,,,,,,,,,,,
139062,The Dukeries Academy,750,NG22 9TD,466836,368454,,,,,,,,,,,,,,,
136127,Shirebrook Academy,960,NG20 8QF,451648,368369,,,,,,,,,,,,,,,
138411,Meden School,1356,NG20 0QN,456935,368332,,,,,,,,,,,,,,,
136184,The Winsford Academy,1500,CW7 2BT,364297,366584,,,,,,,,,,,,,,,
138783,King Edward VI Academy,420,PE23 5EW,539953,366437,,,,,,,,,,,,,,,
143817,Queen's Park High School,1080,CH4 7AE,340905,365622,,,,,,,,,,,,,,,
146099,Tupton Hall School,1821,S42 6LG,439565,365144,,,,,,,,,,,,,,,
136217,Skegness Academy,1340,PE25 2QH,555945,364114,,,,,,,,,,,,,,,
135583,Samworth Church Academy,900,NG18 2DY,455564,361472,,,,,,,,,,,,,,,
137491,Sandbach School,1300,CW11 3NS,375296,360699,,,,,,,,,,,,,,,
139063,Sutton Community Academy,900,NG17 1EE,449577,358768,,,,,,,,,,,,,,,
141166,The Barnes Wallis Academy,560,LN4 4PN,521873,358101,,,,,,,,,,,,,,,
139953,Sir William Stanier Community School,1050,CW1 4EB,371207,356528,,,,,,,,,,,,,,,
145109,Frederick Gent School,862,DE55 2ER,444883,356076,,,,,,,,,,,,,,,
142405,David Nieper Academy,850,DE55 7JA,441342,355405,,,,,,,,,,,,,,,
140549,Magnus Church of England Academy,1050,NG24 4AB,480362,353021,,,,,,,,,,,,,,,
136680,Ormiston Horizon Academy,1050,ST6 6JZ,386948,352806,,,,,,,,,,,,,,,
136102,Co-op Academy Stoke-On-Trent,1050,ST6 4LD,386069,350477,,,,,,,,,,,,,,,
144182,Colonel Frank Seely Academy,1091,NG14 6JZ,461409,349661,,,,,,,,,,,,,,,
139956,Holgate Academy,1487,NG15 6PX,451924,348674,,,,,,,,,,,,,,,
142015,Wolstanton High Academy,1161,ST5 9JU,385136,347781,,,,,,,,,,,,,,,
140992,Hall Park Academy,1100,NG16 3EA,446227,347178,,,,,,,,,,,,,,,
141363,The Oakwood Academy,750,NG5 9PJ,456478,346760,,,,,,,,,,,,,,,
136044,St George's Academy,2200,NG34 7PP,506527,346018,,,,,,,,,,,,,,,
136681,Discovery Academy,1200,ST2 0GA,392269,345517,,,,,,,,,,,,,,,
136824,St Peter's CofE Academy,1200,ST4 2RR,388754,345291,,,,,,,,,,,,,,,
139068,Thistley Hough Academy,1050,ST4 5JJ,386524,344751,,,,,,,,,,,,,,,
146539,Ellis Guilford School,1350,NG6 0HT,454504,342821,,,,,,,,,,,,,,,
141010,Nottingham Free School,587,NG5 1EB,456525,342816,,,,,,,,,,,,,,,
137085,Carlton Academy,1000,NG4 3SH,460332,342335,,,,,,,,,,,,,,,
137109,Ormiston Ilkeston Enterprise Academy,820,DE7 5HS,446044,341827,,,,,,,,,,,,,,,
136145,Ormiston Sir Stanley Matthews Academy,1050,ST3 3JD,389187,341775,,,,,,,,,,,,,,,
142186,Ormiston Meridian Academy,954,ST3 7DF,392186,341575,,,,,,,,,,,,,,,
137184,Nottingham Girls' Academy,900,NG8 3LD,453751,341467,,,,,,,,,,,,,,,
134253,Djanogly City Academy,750,NG7 6ND,456243,341384,,,,,,,,,,,,,,,
140369,Bluecoat Beechdale Academy,900,NG8 3GP,453014,341306,,,,,,,,,,,,,,,
135761,Nottingham University Samworth Academy,950,NG8 4HY,451487,340989,,,,,,,,,,,,,,,
143520,Smithdon High School,900,PE36 5HY,567910,340572,,,,,,,,,,,,,,,
141176,Sir John Talbot's School,771,SY13 2BY,354664,340319,,,,,,,,,,,,,,,
139234,The JCB Academy,728,ST14 5JX,411020,339266,,,,,,,,,,,,,,,
137112,South Nottinghamshire Academy,750,NG12 2FQ,465032,339129,,,,,,,,,,,,,,,
140984,Nottingham University Academy of Science and Technology,800,NG7 2PL,455147,338460,,,,,,,,,,,,,,,
144066,Da Vinci Academy,750,DE21 4ET,437220,338372,,,,,,,,,,,,,,,
141391,Thomas Middlecott Academy,540,PE20 1JS,530550,338045,,,,,,,,,,,,,,,
136194,The Priory Ruskin Academy,1250,NG31 8ED,491325,337112,,,,,,,,,,,,,,,
135120,Landau Forte College,1125,DE1 2LF,435517,336767,,,,,,,,,,,,,,,
139051,Merrill Academy,1200,DE24 0AN,437618,332638,,,,,,,,,,,,,,,
143853,Noel-Baker Academy,1551,DE24 0BR,437848,331863,,,,,,,,,,,,,,,
139572,Fakenham Academy Norfolk,750,NR21 9QT,591668,330810,,,,,,,,,,,,,,,
137282,University Academy Holbeach,1220,PE12 7PU,536008,325426,,,,,,,,,,,,,,,
141395,Stalham High School,654,NR12 9DG,637420,325229,,,,,,,,,,,,,,,
147268,University Academy Long Sutton,650,PE12 9LF,543736,323953,,,,,,,,,,,,,,,
140557,St Clement's High School,650,PE34 4LZ,555165,320738,,,,,,,,,,,,,,,
141177,King Edward VII Academy,1371,PE30 2QB,562975,320417,,,,,,,,,,,,,,,
136202,King's Lynn Academy,1100,PE30 4QG,563223,319923,,,,,,,,,,,,,,,
141874,Charnwood College,1442,LE11 4SQ,451379,319593,,,,,,,,,,,,,,,
137100,The Hart School,1238,WS15 2UE,403440,317957,,,,,,,,,,,,,,,
137317,Stephenson Studio School,400,LE67 3TN,442182,315340,,,,,,,,,,,,,,,
142396,Marshland High School,810,PE14 7HA,547854,313181,,,,,,,,,,,,,,,
141331,Caister Academy,805,NR30 5LS,652260,312758,,,,,,,,,,,,,,,
137164,Staffordshire University Academy,900,WS12 4JH,398943,312674,,,,,,,,,,,,,,,
142821,Charlton School,1175,TF1 3FA,365157,312511,,,,,,,,,,,,,,,
138351,The Rural Enterprise Academy,300,ST19 5PH,392176,311645,,,,,,,,,,,,,,,
144359,Sprowston Community Academy,1767,NR7 8NE,624956,311177,,,,,,,,,,,,,,,
136186,Ormiston Victory Academy,1250,NR5 0PX,617338,310653,,,,,,,,,,,,,,,
142058,Sewell Park Academy,1500,NR3 4BX,623204,310576,,,,,,,,,,,,,,,
135650,The Open Academy,750,NR7 9DL,625082,310392,,,,,,,,,,,,,,,
140815,Jane Austen College,1100,NR3 1DD,622950,308981,,,,,,,,,,,,,,,
145176,Brewood Middle CofE Academy,432,ST19 9DS,388144,308649,,,,,,,,,,,,,,,
137867,Thomas Clarkson Academy,1440,PE13 2SE,546583,308578,,,,,,,,,,,,,,,
